row_id	entry_id	source_page	raw_lerch_headword	corrected_lerch_headword	corrected_headword_source	modern_zazaki_guess	proposed_group_headword	group_source	german_gloss_raw	german_gloss_clean	english_gloss	english_gloss_source	turkish_gloss	turkish_gloss_source	existing_parent	entry_review_status	correction_confidence	notes
212	lerch_glossary_p205_r0212:entry	205	tek	tek	raw_extraction	têk	tek	self	Pistole.	Pistole.						ocr_extracted	low	
213	lerch_glossary_p205_r0213:entry	205	tenitaqü	tenitaqü	raw_extraction	tênitaqü	tenitaqü	self	temteqü pa§ä, 84 sq.	temteqü pa§ä, 84 sq.						ocr_extracted	low	
214	lerch_glossary_p205_r0214:entry	205	tjmke	tjmke	raw_extraction	tjmkê	tjmke	self	sobald, 70.i2-t3.	sobald, 70. i2-t3.						ocr_extracted	low	
215	lerch_glossary_p205_r0215:entry	205	çı	çı	raw_extraction	cı	çı	self	Speise, 54.10.	Speise, 54. 10.						ocr_extracted	low	
216	lerch_glossary_p205_r0216:entry	205	çı	çı	raw_extraction	cı	çı	existing_parent	was	was	what	manual_override	ne	manual_override	çı	headword_parented	medium	
217	lerch_glossary_p205_r0217:entry	205	tiän	tiän	raw_extraction	tyan	tiän	self	(türk. ^L»), Eidechse,	(türk. ^L»), Eidechse,						ocr_extracted	low	
218	lerch_glossary_p205_r0218:entry	205	tikarei	tikarei	qa_reviewed	tikarêy	tikarei	self	was treibt ihr, was macht ihr?	was treibt ihr, was macht ihr?	what are you doing?	qa_reviewed	ne yapıyorsunuz?	qa_reviewed		qa_reviewed	high	
219	lerch_glossary_p205_r0219:entry	205	tide	tide	raw_extraction	tidê	tide	self	Brust (weibliche). Vgl. P. Boetticher Arica, p. 72 (172).	Brust (weibliche). Vgl. P. Boetticher Arica, p. 72 (172).						ocr_extracted	low	
220	lerch_glossary_p205_r0220:entry	205	tinau	tinau	qa_reviewed	tinaw	tinau	self	wie ist?	wie ist?	how is it?	qa_reviewed	nasıl?	qa_reviewed		qa_reviewed	high	
221	lerch_glossary_p205_r0221:entry	205	tinßn’a	tinßn’a	raw_extraction	tinßna	tinßn-	verb_present_stem_guess	(ich) schneide, mähe, tina, schnitt, 49.9; 50.8. bitiua, (ich) werde schneiden, bitini, werden schneiden, 49.7.	(ich) schneide, mähe, tina, schnitt, 49. 9; 50. 8. bitiua, (ich) werde schneiden, bitini, werden schneiden, 49. 7.						ocr_extracted	low	
222	lerch_glossary_p206_r0222:entry	206	tihü	tihü	raw_extraction	tihü	tihü	self	ist nicht, 55.12-13. Vgl. Krm. tune,	ist nicht, 55. 12-13. Vgl. Krm. tune,						ocr_extracted	low	
223	lerch_glossary_p206_r0223:entry	206	tiralic	tiralic	raw_extraction	tiralic	tiralic	self	(ar. ^Ij»), Chirurg. [ez tirdhei d'ewya, ich bin der Chirurg des Dev, nicht: ich	(ar. ^Ij»), Chirurg. [ez tirdhei d'ewya, ich bin der Chirurg des Dev, nicht: ich						ocr_extracted	low	
224	lerch_glossary_p206_r0224:entry	206	da	dā	text_form_match	da	dā	self	Ort. Vgl. Krm. dl, di. däde ver da, warf hiD, warf bei Seite, 72.3-4. daiki, an einem Orte, irgendwo.	Ort. Vgl. Krm. dl, di. däde ver da, warf hiD, warf bei Seite, 72. 3-4. daiki, an einem Orte, irgendwo.						ocr_extracted	medium	text examples: degirmenci-ve-tilki:mf02_l12; degirmenci-ve-tilki:mf03_l10; kauge-nyerib-u-hyeni:h02_l04
225	lerch_glossary_p206_r0225:entry	206	<Jau	<Jau	raw_extraction	<Jaw	<Jau	self	Gerste. Vgl. Krm. de.	Gerste. Vgl. Krm. de.						ocr_extracted	low	
226	lerch_glossary_p206_r0226:entry	206	Pauz	Pauz	raw_extraction	Pawz	Pauz	self	Ortsname, 71.5.	Ortsname, 71. 5.	place name	rule_guess_from_german	yer adı	rule_guess_from_german		ocr_extracted	low	
227	lerch_glossary_p206_r0227:entry	206	dan mirdi	dan mirdi	raw_extraction	dan mirdi	dan mirdi	self	Heldenseele,	Heldenseele,						ocr_extracted	low	
228	lerch_glossary_p206_r0228:entry	206	dal	dal	raw_extraction	dal	dal	self	bitter. Vgl. Krm. tal.	bitter. Vgl. Krm. tal.						ocr_extracted	low	
229	lerch_glossary_p206_r0229:entry	206	debäb	debäb	raw_extraction	dêbab	debäb	self	(ar. ^Jy»), Au ,wort. debäbe ken’a , debiibc dann, (ich) antworte, 50.8.	(ar. ^Jy»), Au, wort. debäbe ken’a, debiibc dann, (ich) antworte, 50. 8.						ocr_extracted	low	
230	lerch_glossary_p206_r0230:entry	206	navaüke	ńavaúke	text_form_match	nyavawkê	ńavaúke	self	so lange bis, nicht frü- her als, 66.14; 67. l.	so lange bis, nicht frü- her als, 66. 14; 67. l.						ocr_extracted	medium	text examples: kauge-nyerib-u-sivani:s02_l06; kauge-nyerib-u-sivani:s02_l07
231	lerch_glossary_p206_r0231:entry	206	liebe	liebe	raw_extraction	lyêbê	liebe	self	hebe, nicht, 49.2; 61.9.	hebe, nicht, 49. 2; 61. 9.						ocr_extracted	low	
232	lerch_glossary_p206_r0232:entry	206	he	h̔é̱	text_form_match	'he	h̔é̱	self	nicht,	nicht,						ocr_extracted	medium	text examples: uc-kardes-masali:tb06_l05
233	lerch_glossary_p206_r0233:entry	206	hebl	hebl	raw_extraction	hêbl	hebl	self	waren nicht,	waren nicht,						ocr_extracted	low	
234	lerch_glossary_p206_r0234:entry	206	nddl	nddl	raw_extraction	nddl	nddl	self	sah nicht, 55.6. hin ein Devbändiger, trie 57.2 übersetzt ist.]	sah nicht, 55. 6. hin ein Devbändiger, trie 57. 2 übersetzt ist. ]	see	rule_guess_from_german	görmek	rule_guess_from_german		ocr_extracted	low	
235	lerch_glossary_p206_r0235:entry	206	tiri	t̮íri	text_form_match	çiri	t̮íri	self	warum, 73.7.	warum, 73. 7.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h03_l06
236	lerch_glossary_p206_r0236:entry	206	tirtele	tirtele	raw_extraction	tirtêlê	tirtele	self	Heimchen,	Heimchen,						ocr_extracted	low	
237	lerch_glossary_p206_r0237:entry	206	çım	çım	raw_extraction	cım	çım	existing_parent	Auge	Auge	eye	manual_override	göz	manual_override	çım	headword_parented	medium	
238	lerch_glossary_p206_r0238:entry	206	tö	tö	raw_extraction	to	tö	self	tü, Stab.	tü, Stab.						ocr_extracted	low	
239	lerch_glossary_p206_r0239:entry	206	toadüli	toadüli	raw_extraction	toadüli	tjde	see_reference	Säugling; s. tjde.	Säugling; s. tjde.						ocr_extracted	low	
240	lerch_glossary_p206_r0240:entry	206	tü	tü	raw_extraction	tü	tö	see_reference	s. tö.	s. tö.						ocr_extracted	low	
241	lerch_glossary_p206_r0241:entry	206	denazd	denazd	raw_extraction	dênazd	denazd	self	Leiche, 65. i.	Leiche, 65. i.						ocr_extracted	low	
242	lerch_glossary_p206_r0242:entry	206	denen’a	denen’a	raw_extraction	dênêna	denen-	verb_present_stem_guess	ez vizdi denen’a, ich pfeife,	ez vizdi denen’a, ich pfeife,						ocr_extracted	low	
243	lerch_glossary_p206_r0243:entry	206	diei	d̮ieí	text_form_match	cyêy	d̮ieí	self	ma hirye hemine berä'i diei, wir alle drei sind Brüder, 50.io.	ma hirye hemine berä'i diei, wir alle drei sind Brüder, 50. io.	three	rule_guess_from_german	üç	rule_guess_from_german		ocr_extracted	medium	text examples: uc-kardes-masali:tb02_l10
244	lerch_glossary_p206_r0244:entry	206	dit	d̮it	text_form_match	cit	d̮it	self	Pflug, Pfluggespaun. Vgl. Krm. döt. dit kdn’e, (ich) pflüge,	Pflug, Pfluggespaun. Vgl. Krm. döt. dit kdn’e, (ich) pflüge,						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h01_l03; kauge-nyerib-u-hyeni:h01_l05; kauge-nyerib-u-hyeni:h01_l06
245	lerch_glossary_p206_r0245:entry	206	dinazd	dinazd	raw_extraction	dinazd	dinazd	self	Leiche: s. denazd.	Leiche: s. denazd.						ocr_extracted	low	
246	lerch_glossary_p206_r0246:entry	206	döan	d̮ṓan	text_form_match	coan	d̮ṓan	self	veri doan, einst, 71.3.	veri doan, einst, 71. 3.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h01_l02; kauge-nyerib-u-sivani:s01_l02
247	lerch_glossary_p206_r0247:entry	206	dör	dör	raw_extraction	dor	dör	self	Grube.	Grube.						ocr_extracted	low	
248	lerch_glossary_p206_r0248:entry	206	nennst	nennst	raw_extraction	nênnst	nennst	self	schrieb nicht,	schrieb nicht,						ocr_extracted	low	
249	lerch_glossary_p206_r0249:entry	206	nesen’a väda	nesen’a väda	raw_extraction	nêsêna vada	nesen’a väda	self	werde nicht spre chen, 61.8.	werde nicht spre chen, 61. 8.						ocr_extracted	low	
250	lerch_glossary_p206_r0250:entry	206	neSnawhn'a	neSnawhn'a	raw_extraction	nêSnawhna	neSnawhn-	verb_present_stem_guess	(ich) höre nicht,	(ich) höre nicht,						ocr_extracted	low	
251	lerch_glossary_p206_r0251:entry	206	hesna'ütu	hesna'ütu	raw_extraction	hêsnaütû	hesna'ütu	self	hörte nicht, 50.7.	hörte nicht, 50. 7.						ocr_extracted	low	
252	lerch_glossary_p206_r0252:entry	206	Nerib	Ńeríb	text_form_match	Nyêrib	Ńeríb	self	Ortsname.	Ortsname.	place name	rule_guess_from_german	yer adı	rule_guess_from_german		ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h01_l01; kauge-nyerib-u-hyeni:h01_l02; kauge-nyerib-u-hyeni:h02_l04
253	lerch_glossary_p207_r0253:entry	207	f Nerbkl	f Nerbkl	raw_extraction	f Nêrbkl	f Nerbkl	self	Appellativ von Nerib.	Appellativ von Nerib.						ocr_extracted	low	
254	lerch_glossary_p207_r0254:entry	207	iieben’i	iieben’i	raw_extraction	yyêbêni	iieben’i	self	sind nicht, werden nicht	sind nicht, werden nicht						ocr_extracted	low	
255	lerch_glossary_p207_r0255:entry	207	ya	ya	raw_extraction	ya	a	existing_parent	sie (3. pcrs. sing.), 51.7. tide yai (yei), ihre Brust, ihre Brüste, 1.«. niyßrde yai, ihr Mann, bauke ye, ihr Vater (leur pere), 64 . 13-14 .	sie (3. pcrs. sing. ), 51. 7. tide yai (yei), ihre Brust, ihre Brüste, 1. «. niyßrde yai, ihr Mann, bauke ye, ihr Vater (leur pere), 64. 13-14.	she	matched_dezd_headword	o	matched_dezd_headword	a	headword_parented	medium	
256	lerch_glossary_p207_r0256:entry	207	yau	yau	raw_extraction	yaw	yau	self	ein, eine, ein.	ein, eine, ein.	one	rule_guess_from_german	bir	rule_guess_from_german		ocr_extracted	low	
257	lerch_glossary_p207_r0257:entry	207	yaudds	yaudds	raw_extraction	yawdds	yaudds	self	eilf.	eilf.						ocr_extracted	low	
258	lerch_glossary_p207_r0258:entry	207	yaudesin	yaudesin	raw_extraction	yawdêsin	yaudesin	self	eilfte.	eilfte.						ocr_extracted	low	
259	lerch_glossary_p207_r0259:entry	207	yatina	yatina	raw_extraction	yatina	yatina	self	der, die, das andere, yaundes = yaudes.	der, die, das andere, yaundes = yaudes.						ocr_extracted	low	
260	lerch_glossary_p207_r0260:entry	207	yaüve	yaüve	raw_extraction	yawvê	yaüve	self	erste,	erste,						ocr_extracted	low	
261	lerch_glossary_p207_r0261:entry	207	ya rödi	ya rödi	raw_extraction	ya rodi	ya rödi	self	längst,	längst,						ocr_extracted	low	
262	lerch_glossary_p207_r0262:entry	207	yedeg	yedeg	raw_extraction	yêdêg	yedeg	self	Ring am Finger.	Ring am Finger.						ocr_extracted	low	
263	lerch_glossary_p207_r0263:entry	207	teir	teir	raw_extraction	têyr	tra	see_reference	(ar.^rX), Vogel, terä kerd = tra kerd ; s. tra ken’a.	(ar. ^rX), Vogel, terä kerd = tra kerd; s. tra ken’a.	bird	rule_guess_from_german	kuş	rule_guess_from_german		ocr_extracted	low	
264	lerch_glossary_p207_r0264:entry	207	terd geraut	terd geraut	raw_extraction	têrd gêrawt	terd geraut	self	entriss, riss aus (der Hand).	entriss, riss aus (der Hand).	hand	rule_guess_from_german	el	rule_guess_from_german		ocr_extracted	low	
265	lerch_glossary_p207_r0265:entry	207	terek	té̱rek	text_form_match	terêk	té̱rek	self	Fehde,	Fehde,						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h09_l10
266	lerch_glossary_p207_r0266:entry	207	tebdr	tebdr	raw_extraction	têbdr	tebdr	self	heraus, hinaus. se tebdr, ging hinaus,	heraus, hinaus. se tebdr, ging hinaus,	go	rule_guess_from_german	gitmek	rule_guess_from_german		ocr_extracted	low	
267	lerch_glossary_p207_r0267:entry	207	tjzi	tjzi	raw_extraction	tjzi	tu	see_reference	auch du; s. tu.	auch du; s. tu.						ocr_extracted	low	
268	lerch_glossary_p207_r0268:entry	207	Tjrk	Tjrk	raw_extraction	Tjrk	Tjrk	self	Türke.	Türke.						ocr_extracted	low	
269	lerch_glossary_p207_r0269:entry	207	tjrs	tjrs	raw_extraction	tjrs	tjrs	self	Schild (nicht Gürtel wie 72. übersetzt ist),	Schild (nicht Gürtel wie 72. übersetzt ist),						ocr_extracted	low	
270	lerch_glossary_p207_r0270:entry	207	tia	tía	text_form_match	tya	ctia	see_reference	hier; s. ctia. sein, 62 9.	hier; s. ctia. sein, 62 9.						ocr_extracted	medium	text examples: degirmenci-ve-tilki:mf03_l09
271	lerch_glossary_p207_r0271:entry	207	nu	ńu	text_form_match	nyû	ńu	self	ist nicht, 62. i»	ist nicht, 62. i»						ocr_extracted	medium	text examples: ali-agha-ladi-kelhani:a02_l03; kauge-nyerib-u-sivani:s02_l10
272	lerch_glossary_p207_r0272:entry	207	ye	ye	raw_extraction	yê	a	existing_parent	s. ya.	s. ya.	she	matched_dezd_headword	o	matched_dezd_headword	a	headword_parented	medium	
273	lerch_glossary_p207_r0273:entry	207	yei	yei	raw_extraction	yêy	ya	see_reference	s. ya.	s. ya.						ocr_extracted	low	
274	lerch_glossary_p207_r0274:entry	207	yen’a	yen’a	qa_reviewed	yêna	amayene	existing_parent	ich komme	ich komme	to come / I come	qa_reviewed	gelmek / geliyorum	qa_reviewed	amayene	qa_reviewed	high	
275	lerch_glossary_p207_r0275:entry	207	ydni	ydni	raw_extraction	ydni	ydni	self	sein, seine, sein; ihr, ihre, ihr, 49.3. y£ne, 64.3. ydnera, 64.4.	sein, seine, sein; ihr, ihre, ihr, 49. 3. y£ne, 64. 3. ydnera, 64. 4.						ocr_extracted	low	
276	lerch_glossary_p207_r0276:entry	207	yere	yere	raw_extraction	yêrê	yere	existing_parent	Abend; Nachmittagszeit	Abend; Nachmittagszeit	afternoon; late afternoon prayer time	manual_override	ikindi, öğle ile akşam arası vakit	manual_override	yere	headword_parented	medium	
277	lerch_glossary_p207_r0277:entry	207	yemiS	yemiS	raw_extraction	yêmiS	yemiş	existing_parent	Frucht.	Frucht.			yemiş	matched_harun_headword	yemiş	headword_parented	medium	
278	lerch_glossary_p207_r0278:entry	207	tiii	tiii	raw_extraction	tyyy	tiii	self	Schein, Glanz.	Schein, Glanz.						ocr_extracted	low	
279	lerch_glossary_p207_r0279:entry	207	tilislm	tilislm	raw_extraction	tilislm	tilislm	self	(ar. fJL), Talisman.	(ar. fJL), Talisman.						ocr_extracted	low	
280	lerch_glossary_p207_r0280:entry	207	top kerd	top kerd	raw_extraction	top kêrd	top kerd	self	sammelte, versammelte. tople kerd, versammelte,	sammelte, versammelte. tople kerd, versammelte,						ocr_extracted	low	
281	lerch_glossary_p207_r0281:entry	207	turge	turge	raw_extraction	tûrgê	turge	self	’ Hagel,	’ Hagel,						ocr_extracted	low	
282	lerch_glossary_p207_r0282:entry	207	tu	tu	raw_extraction	tû	tı	existing_parent	du.	du.	you	matched_dezd_headword	sen, seni	matched_dezd_headword	tı	headword_parented	medium	
283	lerch_glossary_p207_r0283:entry	207	tumäni	tumäni	raw_extraction	tûmani	tumani	existing_parent	Hosen.	Hosen.	underpants	matched_dezd_headword	külotlar	matched_dezd_headword	tumani	headword_parented	medium	
284	lerch_glossary_p207_r0284:entry	207	tufiiig	tufiiig	raw_extraction	tûfyyyg	Krm	see_reference	Flinte; s. Krm. tufeng.	Flinte; s. Krm. tufeng.						ocr_extracted	low	
285	lerch_glossary_p207_r0285:entry	207	tuyera	tṳ́yera	text_form_match	tüyêra	tṳ́yera	self	däre tuyera, Maulbeerbaum,	däre tuyera, Maulbeerbaum,						ocr_extracted	medium	text examples: gespraech-mit-hassan:h02_l11
286	lerch_glossary_p207_r0286:entry	207	tra ken’a	tra ken’a	raw_extraction	tra kêna	tra ken-	verb_present_stem_guess	reisse aus, schlage ab. tra ke (imp.), schlage ab. tra kerd, riss ab, schlug ab.	reisse aus, schlage ab. tra ke (imp. ), schlage ab. tra kerd, riss ab, schlug ab.						ocr_extracted	low	
287	lerch_glossary_p208_r0287:entry	208	da	dā	text_form_match	da	dayene	existing_parent	gab; s. d;iua.	gab; s. d; iua.	give	matched_dezd_headword	vermek	matched_dezd_headword	dayene	headword_parented	medium	text examples: degirmenci-ve-tilki:mf02_l12; degirmenci-ve-tilki:mf03_l10; kauge-nyerib-u-hyeni:h02_l04
288	lerch_glossary_p208_r0288:entry	208	daike	daike	raw_extraction	daykê	daike	self	Mutter. Vgl. Krm. dl.	Mutter. Vgl. Krm. dl.	mother	rule_guess_from_german	anne	rule_guess_from_german		ocr_extracted	low	
289	lerch_glossary_p208_r0289:entry	208	dau	dau	raw_extraction	daw	dau	self	Dorf. Vgl. npers: 0a.	Dorf. Vgl. npers: 0a.	village	rule_guess_from_german	köy	rule_guess_from_german		ocr_extracted	low	
290	lerch_glossary_p208_r0290:entry	208	daiuin	daiuin	raw_extraction	daywyn	daiuin	self	Dorfbewohner,	Dorfbewohner,						ocr_extracted	low	
291	lerch_glossary_p208_r0291:entry	208	daiilbe	daiilbe	raw_extraction	dayylbê	daiilbe	self	Trommel.	Trommel.						ocr_extracted	low	
292	lerch_glossary_p208_r0292:entry	208	daM	daM	raw_extraction	daM	daM	self	(türk, ^ia), noch, dat.	(türk, ^ia), noch, dat.						ocr_extracted	low	
293	lerch_glossary_p208_r0293:entry	208	Onkel	Onkel	raw_extraction	Onkêl	Onkel	self	Vatersbruder,	Vatersbruder,						ocr_extracted	low	
294	lerch_glossary_p208_r0294:entry	208	däna	dā́na	text_form_match	dana	dā́na	self	(ich) gebe. Vgl. Krm. da. dar. Baum. Vgl. Knn. dar.	(ich) gebe. Vgl. Krm. da. dar. Baum. Vgl. Knn. dar.						ocr_extracted	medium	text examples: kauge-nyerib-u-hyeni:h03_l12; uc-kardes-masali:tb02_l06; uc-kardes-masali:tb04_l11
295	lerch_glossary_p208_r0295:entry	208	DeStei Henzi	DeStei Henzi	raw_extraction	DêStêy Hênzi	dei'Ste	see_reference	Ortsname, 66 1 -2 ; s. dei'Ste.	Ortsname, 66 1 -2; s. dei'Ste.	place name	rule_guess_from_german	yer adı	rule_guess_from_german		ocr_extracted	low	
296	lerch_glossary_p208_r0296:entry	208	des	des	raw_extraction	dês	des	existing_parent	zehn,	zehn,	ten	rule_guess_from_german	on	matched_harun_headword	des	headword_parented	medium	
297	lerch_glossary_p208_r0297:entry	208	desfn	desfn	raw_extraction	dêsfn	desfn	self	zehnte,	zehnte,						ocr_extracted	low	
298	lerch_glossary_p208_r0298:entry	208	dest	de̱st	text_form_match	dest	dest	existing_parent	Hand. S. Krm. dest.	Hand. S. Krm. dest.	hand	matched_dezd_headword	el	matched_dezd_headword	dest	headword_parented	medium	text examples: degirmenci-ve-tilki:mf03_l02; degirmenci-ve-tilki:mf03_l03; kauge-nyerib-u-hyeni:h02_l01
299	lerch_glossary_p208_r0299:entry	208	derg	derg	raw_extraction	dêrg	derg	existing_parent	lang. Vgl. Krm. deröü. derg ken’a, verlängere, mache lang.	lang. Vgl. Krm. deröü. derg ken’a, verlängere, mache lang.	1) long 2) high	matched_dezd_headword	1) yüksek 2) büyük (direk, ağaç)	matched_dezd_headword	derg	headword_parented	medium	
300	lerch_glossary_p208_r0300:entry	208	derd	derd	raw_extraction	dêrd	derd	existing_parent	Schmerz. S. Krm. derd.	Schmerz. S. Krm. derd.	worry, sorrow	matched_dezd_headword	dert	matched_dezd_headword	derd	headword_parented	medium	
301	lerch_glossary_p208_r0301:entry	208	del	del	raw_extraction	dêl	del	existing_parent	Hündin	Hündin	female dog; bitch	manual_override	dişi köpek	manual_override	del	headword_parented	medium	
302	lerch_glossary_p208_r0302:entry	208	deve	deve	raw_extraction	dêvê	deve	existing_parent	(ar. 0_>a). Kameel.	(ar. 0_>a). Kameel.	camel	matched_dezd_headword	deve	matched_dezd_headword	deve	headword_parented	medium	
303	lerch_glossary_p208_r0303:entry	208	deyine	deyíne	text_form_match	dêyinê	deyíne	self	geschieht,	geschieht,						ocr_extracted	medium	text examples: uc-kardes-masali:tb01_l02
304	lerch_glossary_p208_r0304:entry	208	dendän	dendän	raw_extraction	dêndan	dendän	self	Zahn. Vgl. Krm. dedän. des = des. des u heiät, achtzehn, des u nau, neunzehn.	Zahn. Vgl. Krm. dedän. des = des. des u heiät, achtzehn, des u nau, neunzehn.	tooth	rule_guess_from_german	diş	rule_guess_from_german		ocr_extracted	low	
305	lerch_glossary_p208_r0305:entry	208	desmäl	desmäl	raw_extraction	dêsmal	desmäl	self	Waschung.	Waschung.						ocr_extracted	low	
306	lerch_glossary_p208_r0306:entry	208	deläl	deläl	raw_extraction	dêlal	dellal	existing_parent	Ausrufer, Herold	Ausrufer, Herold	town crier; herald	manual_override	tellal, yüksek sesle bağırıp bir şeyi ilan eden kişi	manual_override	dellal	headword_parented	medium	
307	lerch_glossary_p208_r0307:entry	208	di	dī	text_form_match	di	dı	existing_parent	zwei.	zwei.	two, 2	matched_dezd_headword	iki, 2	matched_dezd_headword	dı	headword_parented	medium	text examples: gespraech-mit-hassan:h03_l08; gespraech-mit-hassan:h03_l09; gespraech-mit-hassan:h03_l10
308	lerch_glossary_p208_r0308:entry	208	diSeme	diSeme	raw_extraction	diSêmê	dışeme	existing_parent	Montag. Vgl. Krm. duäembü.	Montag. Vgl. Krm. duäembü.	monday	matched_dezd_headword	pazartesi	matched_dezd_headword	dışeme	headword_parented	medium	
309	lerch_glossary_p208_r0309:entry	208	dismen	dismen	raw_extraction	dismên	dışmen	existing_parent	Feind,	Feind,	enemy	matched_dezd_headword	düşman	matched_dezd_headword	dışmen	headword_parented	medium	
310	lerch_glossary_p208_r0310:entry	208	dizd	di̥zd	text_form_match	dızd	dızd	existing_parent	Dieb. Vgl. Krm. diz.	Dieb. Vgl. Krm. diz.	thief	matched_dezd_headword	hırsız	matched_dezd_headword	dızd	headword_parented	medium	text examples: kauge-nyerib-u-sivani:s01_l04
311	lerch_glossary_p208_r0311:entry	208	djzdei	djzdei	raw_extraction	djzdêy	djzdei	self	verborgen, heimlich,	verborgen, heimlich,						ocr_extracted	low	
312	lerch_glossary_p208_r0312:entry	208	dirnä	di̥rná	text_form_match	dırna	dırnayene	existing_parent	zerriss, 5l.n.	zerriss, 5l. n.	to tear up	matched_dezd_headword	yırtmak, parça parça etmek	matched_dezd_headword	dırnayene	headword_parented	medium	text examples: uc-kardes-masali:tb03_l08; uc-kardes-masali:tb05_l10
313	lerch_glossary_p208_r0313:entry	208	dl	dl	raw_extraction	dl	dl	self	sah. dia, gesehen. ez diän, diau, ich habe gesehen,	sah. dia, gesehen. ez diän, diau, ich habe gesehen,	see	rule_guess_from_german	görmek	rule_guess_from_german		ocr_extracted	low	
314	lerch_glossary_p208_r0314:entry	208	diüne	diüne	raw_extraction	dywnê	diüne	self	diin, zweite,	diin, zweite,						ocr_extracted	low	
315	lerch_glossary_p208_r0315:entry	208	dtk	dtk	raw_extraction	dtk	dtk	self	llabn. S. Krm. dlk.	llabn. S. Krm. dlk.						ocr_extracted	low	
316	lerch_glossary_p208_r0316:entry	208	döe	döe	raw_extraction	doê	döe	self	Buttermilch,	Buttermilch,						ocr_extracted	low	
317	lerch_glossary_p208_r0317:entry	208	doyän	doyän	raw_extraction	doyan	doyän	self	(türk,	(türk,						ocr_extracted	low	
318	lerch_glossary_p208_r0318:entry	208	dödik	dödik	raw_extraction	dodik	dödik	self	Flöte,	Flöte,						ocr_extracted	low	
319	lerch_glossary_p208_r0319:entry	208	dost	dost	raw_extraction	dost	dost	existing_parent	Freund, Kamerad	Freund, Kamerad	friend	manual_override	dost, arkadaş, yar	manual_override	dost	headword_parented	medium	
320	lerch_glossary_p208_r0320:entry	208	du	dú	text_form_match	dû	dı	existing_parent	zwei, 2	zwei, 2	two, 2	manual_override	iki, 2	manual_override	dı	headword_parented	medium	text examples: ali-agha-ladi-kelhani:a03_l13
321	lerch_glossary_p208_r0321:entry	208	duyüs	duyüs	raw_extraction	dûyüs	duyüs	self	zwölf,	zwölf,						ocr_extracted	low	
322	lerch_glossary_p208_r0322:entry	208	duyesin	duyesin	raw_extraction	dûyêsin	dûyesın	existing_parent	zwölfte,	zwölfte,			on ikinci, on ikili	matched_harun_headword	dûyesın	headword_parented	medium	
323	lerch_glossary_p208_r0323:entry	208	dudü	dudü	raw_extraction	dûdü	dudü	self	ein Vogel, dessen Schrei: dudü.	ein Vogel, dessen Schrei: dudü.	bird; one	rule_guess_from_german	kuş; bir	rule_guess_from_german		ocr_extracted	low	
324	lerch_glossary_p208_r0324:entry	208	dumä	dumá	text_form_match	dûma	dumá	self	Höhle. S. Kuhns Zeitschrift, V, 225. dumilbäz, Trommel. dumilbäzi dai püroe, schlug die Trommel.	Höhle. S. Kuhns Zeitschrift, V, 225. dumilbäz, Trommel. dumilbäzi dai püroe, schlug die Trommel.						ocr_extracted	medium	text examples: uc-kardes-masali:tb02_l01
325	lerch_glossary_p209_r0325:entry	209	d'au	d'au	raw_extraction	daw	I	see_reference	Dev. Vgl. JC: daöva; altb: da6va (s. Brnf. Coinni. s. I. Y. 8, 78; Brckh. Gl. s. v.); npers: krm. dlv. Cf. Spiegel Ave- sta, Uebers, I, 6, i 0, Schlei- cher Lit. Gr. S. 87; Las- »a = nah.	Dev. Vgl. JC: daöva; altb: da6va (s. Brnf. Coinni. s. I. Y. 8, 78; Brckh. Gl. s. v. ); npers: krm. dlv. Cf. Spiegel Ave- sta, Uebers, I, 6, i 0, Schlei- cher Lit. Gr. S. 87; Las- »a = nah.						ocr_extracted	low	
326	lerch_glossary_p209_r0326:entry	209	nai.sta daista	nai.sta daista	raw_extraction	nay.sta daysta	nai.sta daista	self	naista yaista , hier und dort,	naista yaista, hier und dort,						ocr_extracted	low	
327	lerch_glossary_p209_r0327:entry	209	nau	nau	raw_extraction	naw	nau	self	neun,	neun,						ocr_extracted	low	
328	lerch_glossary_p209_r0328:entry	209	nauaf	nauaf	raw_extraction	nawaf	nauaf	self	neunzig,	neunzig,						ocr_extracted	low	
329	lerch_glossary_p209_r0329:entry	209	nauayin	nauayin	raw_extraction	nawayin	nauayin	self	neunzigste,	neunzigste,						ocr_extracted	low	
330	lerch_glossary_p209_r0330:entry	209	nauwin	nauwin	raw_extraction	nawin	nauwin	self	neunte. naM, (ar. iu»U), Landschaft, 61 .7.	neunte. naM, (ar. iu»U), Landschaft, 61. 7.						ocr_extracted	low	
331	lerch_glossary_p209_r0331:entry	209	nakür’e	nakür’e	raw_extraction	nakürê	nakür’e	self	Schnabel. Vgl. Krm. nekül’e.	Schnabel. Vgl. Krm. nekül’e.						ocr_extracted	low	
332	lerch_glossary_p209_r0332:entry	209	nah	nah	raw_extraction	nah	Krm	see_reference	Brod; s. Krm. nah.	Brod; s. Krm. nah.						ocr_extracted	low	
333	lerch_glossary_p209_r0333:entry	209	namh	namh	raw_extraction	namh	namh	self	Name. Vgl. Krm. nav.	Name. Vgl. Krm. nav.						ocr_extracted	low	
