row_id	entry_id	source_page	entry_lerch	entry_modern_zazaki_guess	parent_headword	definition_de	definition_en	definition_tr	entry_review_status	conversion_confidence	conversion_notes
372	lerch_glossary_p210_r0372:entry	210	III	YYY		135: soul Vgl. Kriu. söl.			ocr_extracted	low	source row is still OCR-level
373	lerch_glossary_p211_r0373:entry	211	sa	sa	sa	was	what	ne	headword_parented	medium	
374	lerch_glossary_p211_r0374:entry	211	sav	sav		hart, fest (pers. «!-*-).			ocr_extracted	low	source row is still OCR-level
375	lerch_glossary_p211_r0375:entry	211	sayer	sayêr	sayyer, sayer	däre sayer, Apfelbaum, 60. t.		elma ağacı	headword_parented	medium	
376	lerch_glossary_p211_r0376:entry	211	sabün	sabün	sabun	Seife. sabün kerd, seifte ein, machte Seife au, 56.12.	soap	sabun	headword_parented	medium	
377	lerch_glossary_p211_r0377:entry	211	se	sê	se	1) was.		ne, hangi şey	headword_parented	medium	
378	lerch_glossary_p211_r0378:entry	211	se	sê	se	hundert	hundred	yüz, yüz sayısı	headword_parented	medium	
379	lerch_glossary_p211_r0379:entry	211	set = se	sêt = sê		hundert,			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
380	lerch_glossary_p211_r0380:entry	211	sen’ie	sênyê		warum, 52.7.			ocr_extracted	low	source row is still OCR-level
381	lerch_glossary_p211_r0381:entry	211	seiie	sêyyê		welcher, e, es, 59.16.			ocr_extracted	low	source row is still OCR-level
382	lerch_glossary_p211_r0382:entry	211	ser	sêr	ser	sere, Haupt, Kopf. seri yau koi, auf einem Berge, seri bäni, Hausdach, Hauste- rasse.	1) top, upper 2) top(most), uppermost 3) above	1) üst, üzeri 2) en yüksek nokta, baş 3) ... üstünde	headword_parented	medium	
383	lerch_glossary_p211_r0383:entry	211	ser (postpos.)	sêr (postpos.)		gegeu, zu.			ocr_extracted	low	source row is still OCR-level
384	lerch_glossary_p211_r0384:entry	211	sera	sêra	serr	Jahr	year; age; lifetime	yıl, sene, yaş; ömür	headword_parented	medium	
385	lerch_glossary_p211_r0385:entry	211	VH	VH		322. seraksie, in vergangenem Jahre, sera paryin’e, in vergangenem Jahre.			ocr_extracted	low	source row is still OCR-level
386	lerch_glossary_p211_r0386:entry	211	sera	sêra	sera	wohin, 57. l,		nere, nereye, hangi yere	headword_parented	medium	
387	lerch_glossary_p211_r0387:entry	211	s§re	s§rê		Kopf,			ocr_extracted	low	source row is still OCR-level; entry contains OCR/noise markers
388	lerch_glossary_p211_r0388:entry	211	serkalü	sêrkalü		Pfeifenrohr.			ocr_extracted	low	source row is still OCR-level
389	lerch_glossary_p211_r0389:entry	211	Zazd	Zazd		Zazd. .			ocr_extracted	low	source row is still OCR-level
390	lerch_glossary_p211_r0390:entry	211	Zazdde	Zazddê		Appellativ von Zazd.			ocr_extracted	low	source row is still OCR-level
391	lerch_glossary_p211_r0391:entry	211	zadur	zadûr		Weide (sali*). ; sei, wie. seidewän, Jäger. Vgl. Krm. se’idvär. sendn’u, wie ist, 59.i; s. sen’ie. sepf, weiss. S. Krm. sepf. sipyerdjs, Weissbart, Dorfältester, 59.8 sq.; s. erdjs u. sepf. sil, Mist. Vgl. KW.			ocr_extracted	low	source row is still OCR-level
392	lerch_glossary_p211_r0392:entry	211	II	YY		329: sergu, A'u/i- mislpyramiden. simdr, Stroh; vgl. türk. ^Lo. sid, schwarz. Vgl. altb: npers: 0L sine, Brust. Vgl. Krm. sing, sinen’a, (ich) liebe, sudiid, Schwur. Vgl. Krm. sönd. sudiid wen’a , (ich) schwöre vgl. Krm. sönd Kodr. sudnd wend, schwor, suahd budue, schwöre (imp.)			ocr_extracted	low	source row is still OCR-level
393	lerch_glossary_p211_r0393:entry	211	sür	sür	sur	Rot	red	kırmızı, al	headword_parented	medium	
394	lerch_glossary_p211_r0394:entry	211	i suröt	i sûrot		(ar. Oj^o), Gesicht, sur, süri = sür. Syeratnr, Ortsname. syeSeme, Dienstag. Vgl. Krm. sesembe.			ocr_extracted	low	source row is still OCR-level
395	lerch_glossary_p212_r0395:entry	212	zere	zêrê	zerre	innen; innere; herein	inside; interior	iç; içeri, içerisi	headword_parented	medium	
396	lerch_glossary_p212_r0396:entry	212	zered	zêrêd		Schneehuhn: - —ff' , zerd, gelb. Vgl. Krm. zer.			ocr_extracted	low	source row is still OCR-level
397	lerch_glossary_p212_r0397:entry	212	zeindän	zêyndan		Gefängniss, Grube, 57 .8; 80.9. Vgl. npers: (j\jjj-			ocr_extracted	low	source row is still OCR-level
398	lerch_glossary_p212_r0398:entry	212	zer	zêr	zêrr, zerr	Herz; Gemüt; Inneres	interior; heart; soul; belly	iç; gönül, kalp, yürek; karın; bağır	headword_parented	medium	
399	lerch_glossary_p212_r0399:entry	212	zemän	zêman	zemun, zeman	Zeit.		zaman	headword_parented	medium	
400	lerch_glossary_p212_r0400:entry	212	ra kdn’a	ra kdna		(ich) mache Weg, d. i. geleite. ra kdrdi, geleitete, 85. io.			ocr_extracted	low	source row is still OCR-level
401	lerch_glossary_p212_r0401:entry	212	ra kuen’a	ra kwêna		lege mich nieder, ruhe, schlafe. ra kaüta, schlief, ra ki, (imp.) lege dich nieder, schlafe, 86.3. weraku, er möge ruhen, 86.4. raät, recht. Vgl. Krm. rast, ravdr, Weg. Vgl. Krm. re. rab, (ar. Herr. Vgl. Krui. zeinän 2). zemäne verie, in früherer Zeit, einst, vor Zeiten, 80.«.			ocr_extracted	low	source row is still OCR-level
402	lerch_glossary_p212_r0402:entry	212	zind	zind		Nase,			ocr_extracted	low	source row is still OCR-level
403	lerch_glossary_p212_r0403:entry	212	zime	zimê	zıme	Erde; Feld	north; shady slope; earth, ground	kuzey; güneş almayan yamaç; yeryüzü, toprak	headword_parented	medium	
404	lerch_glossary_p212_r0404:entry	212	zien	zyên		Sattel. Vgl. Krm. zin.			ocr_extracted	low	source row is still OCR-level
405	lerch_glossary_p212_r0405:entry	212	zirQt	zirQt		Knabe. 70. n.			ocr_extracted	low	source row is still OCR-level
406	lerch_glossary_p212_r0406:entry	212	zimöli	zimoli		* Schnurrbart. Vgl. Krm. simböl.			ocr_extracted	low	source row is still OCR-level
407	lerch_glossary_p212_r0407:entry	212	zozän	zozan	zuezun, zozan	Sommerlager. S. Krm. zozän.		yayla	headword_parented	medium	
408	lerch_glossary_p212_r0408:entry	212	zuän	zwan		Zunge, 57.8. Vgl. Krm. zemäh 1).			ocr_extracted	low	source row is still OCR-level
409	lerch_glossary_p212_r0409:entry	212	ramai	ramay		ramia, lief, floh. Vgl. Krm. revid.			ocr_extracted	low	source row is still OCR-level
410	lerch_glossary_p212_r0410:entry	212	reh	rêh		Schenkel, resane. Strick. Vgl. Krm. weris. rez, Weingarten, Weinberg. Vgl. Krm. rezi tri. rind, schön, gut; s. Krm. rind. rim, Speer, Lanze; s. Krm. rim. ri, Barl. S. Krm. ri 2). rö, Bach. rönist, setzte sich, 63.2; s. ruen’a. Vgl. Krni. rüniät. ru6n’a, (ich) setze dich nieder. berü§, (imp.) sitz nieder, ruen^n’a, ich stelle hin. la = rö. lau, Lippe. Vgl. Krm. lev. lau wfin’u, bellt. kütlk lau wen’u bellt. lauk, Gesang, Lied. S. Krm. lauk 2). laukbänu, laukvänu, er singt,			ocr_extracted	low	source row is still OCR-level
411	lerch_glossary_p213_r0411:entry	213	laqardf	laqardf		Rede; v. Krm. s. cad. v.			ocr_extracted	low	source row is still OCR-level
412	lerch_glossary_p213_r0412:entry	213	pa	pa	pa	zu.		-e, -a; | ona, onlara	headword_parented	medium	
413	lerch_glossary_p213_r0413:entry	213	pai	pay		Fuss. Vgl. npers: ,jL.			ocr_extracted	low	source row is still OCR-level
414	lerch_glossary_p213_r0414:entry	213	paußn’a	pawßna		(ich) warte. Vgl. npers: ma pa’üt, ich wartete, pa’üt, wartete, 87.1. newete pa’üte, hielt Wache, stand auf der Wache, 83.6.			ocr_extracted	low	source row is still OCR-level
415	lerch_glossary_p213_r0415:entry	213	paudün’a	pawdüna		(ich koche). paü2e, koche (imp.), 51,to. Vgl. Krm. peüänd. pan^, fünf,			ocr_extracted	low	source row is still OCR-level
416	lerch_glossary_p213_r0416:entry	213	pafidäs	pafidas		fünfzig. ruen’a, stellte hin; auch rona. ruen u teze, frische Butter (unge- salzene). ruün’u bye söl, gesalzene Butter. lad, Sohn, Knabe. Vgl. Krm. lau, lauk, läv, lö. läz, Seele, lapj'k, Handschuh. , der Hund Vgl. Krm. lapj'k. le§d, Leiche; s. Krm. Ieä.			ocr_extracted	low	source row is still OCR-level
417	lerch_glossary_p213_r0417:entry	213	ling	ling		Bein. Vgl. Krm. ling.			ocr_extracted	low	source row is still OCR-level
418	lerch_glossary_p213_r0418:entry	213	lu	lû		lyu, Fuchs, 83.« sq.			ocr_extracted	low	source row is still OCR-level
419	lerch_glossary_p213_r0419:entry	213	lyuli	lyûli		Flöte.			ocr_extracted	low	source row is still OCR-level
420	lerch_glossary_p213_r0420:entry	213	pandasin	pandasin		fünfzigste,			ocr_extracted	low	source row is still OCR-level
421	lerch_glossary_p213_r0421:entry	213	pandes	pandês		fünfzehn,			ocr_extracted	low	source row is still OCR-level
422	lerch_glossary_p213_r0422:entry	213	pandesfn	pandêsfn		fünfzehnte,			ocr_extracted	low	source row is still OCR-level
423	lerch_glossary_p213_r0423:entry	213	paridin	paridin		fünfte,			ocr_extracted	low	source row is still OCR-level
424	lerch_glossary_p213_r0424:entry	213	pat	pat		Jacke,			ocr_extracted	low	source row is still OCR-level
425	lerch_glossary_p213_r0425:entry	213	paşt	past	paşt	Schulter	back; rear	sırt, arka	headword_parented	medium	
426	lerch_glossary_p213_r0426:entry	213	päsnä	pasna	pasna	Ferse. Vgl. altb: pashna (Sp.	heel	topuk	headword_parented	medium	
427	lerch_glossary_p213_r0427:entry	213	Avesta	Avêsta	Avesta	Uebers. I, 152, Anm. 2); npers: <UiL.	zoroastrian scriptures	Zerdüştlüğün kutsal kitabı	headword_parented	medium	
428	lerch_glossary_p213_r0428:entry	213	peki	pêki		(türk, y] 4L), sehr gut, sehr wohl, 72.14.			ocr_extracted	low	source row is still OCR-level
429	lerch_glossary_p213_r0429:entry	213	penir	pênir	pendir, penir	Käse. Vgl. Krm. pantr, penir.		peynir	headword_parented	medium	
430	lerch_glossary_p214_r0430:entry	214	peäeme	pêaêmê		Donnerstag. Vgl. Krm. peSembe.			ocr_extracted	low	source row is still OCR-level
431	lerch_glossary_p214_r0431:entry	214	pes	pês	pes	Vieh,		(koyun, keçi) küçük baş hayvan; | keçi veya koyun sürüsü	headword_parented	medium	
432	lerch_glossary_p214_r0432:entry	214	pepfing	pêpfing		Kuckuk. Vgl. Krm. paptik, pepfing,			ocr_extracted	low	source row is still OCR-level
433	lerch_glossary_p214_r0433:entry	214	pei	pêy		mit, 64.12.			ocr_extracted	low	source row is still OCR-level
434	lerch_glossary_p214_r0434:entry	214	peiye	pêyê		Fussvolk, 74.7; 75.4.			ocr_extracted	low	source row is still OCR-level
435	lerch_glossary_p214_r0435:entry	214	peinide	pêynidê		darauf, nachher, 03.9.			ocr_extracted	low	source row is still OCR-level
436	lerch_glossary_p214_r0436:entry	214	peira	pêyra		s. pya. peira kaut, folgte ihnen, ver- folgte sie, 69.13.			ocr_extracted	low	source row is still OCR-level
437	lerch_glossary_p214_r0437:entry	214	per	pêr		Feder,			ocr_extracted	low	source row is still OCR-level
438	lerch_glossary_p214_r0438:entry	214	pesiiig	pêsyyyg		Katze. Vgl. Krm. pcsik.			ocr_extracted	low	source row is still OCR-level
439	lerch_glossary_p214_r0439:entry	214	peren’a	pêrêna		(ich) fliego, springe,			ocr_extracted	low	source row is still OCR-level
440	lerch_glossary_p214_r0440:entry	214	peri’en	pêriên		Hemd,			ocr_extracted	low	source row is still OCR-level
441	lerch_glossary_p214_r0441:entry	214	pero däna	pêro dana		gebe einen Schlag	to strike / give a blow	vurmak / darbe vurmak	qa_reviewed	high	
442	lerch_glossary_p214_r0442:entry	214	persfn’a	pêrsfna		(ich) frage,			ocr_extracted	low	source row is still OCR-level
443	lerch_glossary_p214_r0443:entry	214	pel	pêl	pel	Flügel,		yaprak; | kanat	headword_parented	medium	
444	lerch_glossary_p214_r0444:entry	214	pif kdn’a	pif kdna		blase. Vgl. Krm. pif dekim.			ocr_extracted	low	source row is still OCR-level
445	lerch_glossary_p214_r0445:entry	214	pird	pird	pırd	Brücke. Vgl. Krm. pir.	bridge	köprü	headword_parented	medium	
446	lerch_glossary_p214_r0446:entry	214	pl	pl		Vater. Vgl. npers: jj .>.			ocr_extracted	low	source row is still OCR-level
447	lerch_glossary_p214_r0447:entry	214	ptsi	ptsi		schlecht, abscheulich, 82.4.			ocr_extracted	low	source row is still OCR-level
448	lerch_glossary_p214_r0448:entry	214	plze	plzê		Bauch. pize senik, Unterleib.			ocr_extracted	low	source row is still OCR-level
449	lerch_glossary_p214_r0449:entry	214	pir	pir	pir	alt. \		1) dini lider 2) yaşlı, koca, ihtiyar kimse 3) adamakıllı, iyice 4) herhangi bir konuda, bir meslekte deneyim kazanmış, eskimiş kimse, guru	headword_parented	medium	
450	lerch_glossary_p214_r0450:entry	214	bau kdli	baw kdli		Grossvater von mütter- licher Seite. S. Krm. pir. plrik, Grossvaler.			ocr_extracted	low	source row is still OCR-level
451	lerch_glossary_p214_r0451:entry	214	plrikd	plrikd		Spinne,			ocr_extracted	low	source row is still OCR-level
452	lerch_glossary_p214_r0452:entry	214	pfru	pfrû		viel. Vgl. Krm. pur.			ocr_extracted	low	source row is still OCR-level
453	lerch_glossary_p214_r0453:entry	214	pilau	pilaw		Pilav. Vgl. npers; _,*)!j>.			ocr_extracted	low	source row is still OCR-level
454	lerch_glossary_p214_r0454:entry	214	pili	pili	pil	ältester, gross	oldest / big	en yaşlı / büyük	qa_reviewed	high	
455	lerch_glossary_p214_r0455:entry	214	purt	pûrt	purt	Pelz, 65.io.	1) feather of birds	1) tüy (kanatlıhayvan tüyü) 2) yün	headword_parented	medium	
456	lerch_glossary_p214_r0456:entry	214	pures neydn’u	pûrês nêydnû		niest, 2,4«. puroe = pero. dümilbazi dai puroe, schlugen die Trommel, 68.3.			ocr_extracted	low	source row is still OCR-level
457	lerch_glossary_p214_r0457:entry	214	pya	pya	pia, pıya, pya	der eine und der andere, pya be wesi, jfalai dai pyera, versöhnten sich , tauschten mit einander Ehrenkleider aus, 71.1. pydru mdndi wddede, blieben mit einander ira Hause, 65.2.		birbirine	headword_parented	medium	
458	lerch_glossary_p214_r0458:entry	214	pyeser	pyêsêr		zusammen. amei pyeser, kamen zusam- men, 62.3.			ocr_extracted	low	source row is still OCR-level
459	lerch_glossary_p214_r0459:entry	214	pyeru	pyêrû		1) viel, = ptru.			ocr_extracted	low	source row is still OCR-level
460	lerch_glossary_p214_r0460:entry	214	pyeru	pyêrû		2) Bat. von pya; s. a. peira.			ocr_extracted	low	source row is still OCR-level
461	lerch_glossary_p214_r0461:entry	214	bauk	bawk		Vater. Vgl. Krm. bav.			ocr_extracted	low	source row is still OCR-level
462	lerch_glossary_p215_r0462:entry	215	baüni	bawni		sieh, 5 1 63.«; s. auhen’a.			ocr_extracted	low	source row is still OCR-level
463	lerch_glossary_p215_r0463:entry	215	bäh	bah		Haus, lliitle. bäni tinii, Augenlied,			ocr_extracted	low	source row is still OCR-level
464	lerch_glossary_p215_r0464:entry	215	bazdr	bazdr		Markt, Markttag,			ocr_extracted	low	source row is still OCR-level
465	lerch_glossary_p215_r0465:entry	215	bazjn	bazjn		Armband. S. Krm. bazjn.			ocr_extracted	low	source row is still OCR-level
466	lerch_glossary_p215_r0466:entry	215	bar kdn’a	bar kdna		lasse los, lasse, 62. i. Vgl Krm. ber dim.			ocr_extracted	low	source row is still OCR-level
467	lerch_glossary_p215_r0467:entry	215	bärut	barût	barut	Schiesspulver, 73.1.	gunpowder	barut	headword_parented	medium	
468	lerch_glossary_p215_r0468:entry	215	baryek	baryêk		dünn, 3.27.			ocr_extracted	low	source row is still OCR-level
469	lerch_glossary_p215_r0469:entry	215	baliSrtd	baliSrtd		Kissen,			ocr_extracted	low	source row is still OCR-level
470	lerch_glossary_p215_r0470:entry	215	ber’e	bêrê	ardene	bringe (imp.); s. ard.	bring, bring here	getirmek	headword_parented	medium	
471	lerch_glossary_p215_r0471:entry	215	berd	bêrd	berdene	trug, 52.4, s: 54. t: s. ard.	to take away, to move on, to carry away, to take (or accompany) there	götürmek	headword_parented	medium	
472	lerch_glossary_p215_r0472:entry	215	berdi	bêrdi		getragen; s. ard.			ocr_extracted	low	source row is still OCR-level
473	lerch_glossary_p215_r0473:entry	215	berSau	bêrSaw		schicke, 5l.ii; s. ersdu- wdn'a.			ocr_extracted	low	source row is still OCR-level
474	lerch_glossary_p215_r0474:entry	215	bers	bêrs		berz, hoch. Vgl. npers: ez kdna berz. ich erhöhe,			ocr_extracted	low	source row is still OCR-level
475	lerch_glossary_p215_r0475:entry	215	bermd	bêrmd		weinte, 55. io. bermdn’a, (ich) weine, bermdye, 81. 12.			ocr_extracted	low	source row is still OCR-level
476	lerch_glossary_p215_r0476:entry	215	beirakdär	bêyrakdar		Standartenträger,			ocr_extracted	low	source row is still OCR-level
477	lerch_glossary_p215_r0477:entry	215	bdn’a	bdna		1) (ich) bin. 2) (ich) werde tragen, bringen; s. äna.			ocr_extracted	low	source row is still OCR-level
478	lerch_glossary_p215_r0478:entry	215	ber äekit	bêr aêkit		drang vor, 64 4. ber bidikni, dringet vor, 64.2.			ocr_extracted	low	source row is still OCR-level
479	lerch_glossary_p215_r0479:entry	215	berd	bêrd		berdr, Bruder ; s. Krm. berd.			ocr_extracted	low	source row is still OCR-level
480	lerch_glossary_p215_r0480:entry	215	bereiwi	bêrêywi		Augenbrauen,			ocr_extracted	low	source row is still OCR-level
481	lerch_glossary_p215_r0481:entry	215	bjkera	bjkêra		(ich) werde machen; s. kdn’a.			ocr_extracted	low	source row is still OCR-level
482	lerch_glossary_p215_r0482:entry	215	biksi	biksi		werden tödten; s. kiädn’a. .			ocr_extracted	low	source row is still OCR-level
483	lerch_glossary_p215_r0483:entry	215	I bigd	İ bigd		bigd, (imp.) nimm, 52 is; 54.t; 57.4. bitine, (imp.) schneide, 50.13; s. tinena. bjdd, (imp.) gieb, 51.8-7. bidü = bidd, 52. t. bjne, bjni, auf, über, 54. 10; 64.10. biSikni, s. ber sikit. bjst, band, fesselte. Vgl. npers: qätni te bjsti, wer hat dich ge- fesselt, 56. h. ez bjsta, ich bin gefesselt wor- den, 56.10. bizeia, bjzyd, Ziege. Vgl. Krm. bjziu. bizyßk, Zickel, bjrna, schnitt, 52.2; 54-3. bjrndn’a, (ich) schneide, sere birue, schlachte, 52.8-9; 54.3. bi, mit, 63.1. bl, wareu, 49. 1. bid, ist geworden, wurde geboren, 2.12, bin gewesen, G f .1 bidru, bringe, 5 1 .14; 54.1; s.ard. bidri, bringet, 87.4. bie, war, 64.12. bigdri, nehmet, 73.1. bilbil, Nachligal; s. Krm. bilbil. büeri, brauu. bum, eine Kulenart; s. Krm. biim.			ocr_extracted	low	source row is still OCR-level
484	lerch_glossary_p215_r0484:entry	215	j byäre	j byarê		bringe, 86.11.			ocr_extracted	low	source row is still OCR-level
485	lerch_glossary_p216_r0485:entry	216	byßri = byäre	byßri = byarê		79.8. «.			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
486	lerch_glossary_p216_r0486:entry	216	bye	byê	bie, bye, bê	1 ) ohne, 73. 12.		olmadan, olmaksızın, -sız, -siz, -suz, -süz	headword_parented	medium	
487	lerch_glossary_p216_r0487:entry	216	rna	rna		wir.			ocr_extracted	low	source row is still OCR-level
488	lerch_glossary_p216_r0488:entry	216	mahin	mahin		Stute; s. Krm. mehln.			ocr_extracted	low	source row is still OCR-level
489	lerch_glossary_p216_r0489:entry	216	raangä	raanga		Ruh; s. Krm. mangd.			ocr_extracted	low	source row is still OCR-level
490	lerch_glossary_p216_r0490:entry	216	manün’u	manünû		es ist gleich,			ocr_extracted	low	source row is still OCR-level
491	lerch_glossary_p216_r0491:entry	216	masi	masi		Fisch,			ocr_extracted	low	source row is still OCR-level
492	lerch_glossary_p216_r0492:entry	216	mast	mast	mast	saure Milch,	yog(h)urt	yoğurt	headword_parented	medium	
493	lerch_glossary_p216_r0493:entry	216	mar	mar	mar	Schlange; s. Krip. mar.	snake	yılan	headword_parented	medium	
494	lerch_glossary_p216_r0494:entry	216	uiära kerde xüeri	wyara kêrdê xwêri		heirathete, 58.4. Vgl. Krm. mer.			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
495	lerch_glossary_p216_r0495:entry	216	mal	mal	mal	(ar. JL), Eigenlhum, Haus.		1) büyükbaş hayvan 2) mal, mülkiyet, eşya 3) büyükbaş hayvan sürüsü 4) aşağılık, bayağıkötü kimse 5) aptal veya saf kimse	headword_parented	medium	
496	lerch_glossary_p216_r0496:entry	216	meMpine	mêMpinê		zürne nicht, 63.3. Vgl. Krm. fiapäiid.			ocr_extracted	low	source row is still OCR-level
497	lerch_glossary_p216_r0497:entry	216	mefila	mêfila		(arab. J*- ). Machal.			ocr_extracted	low	source row is still OCR-level
498	lerch_glossary_p216_r0498:entry	216	mükiri	mükiri		machet nicht; s. kün’a. suma tau vehgi xo mekiri, kei- ner von Euch gebe einen Laut von sich, 50.8.			ocr_extracted	low	source row is still OCR-level
499	lerch_glossary_p216_r0499:entry	216	mekSe	mêkSê		tödte nicht, 83. lt; s. ki- Sün’a.			ocr_extracted	low	source row is still OCR-level
500	lerch_glossary_p216_r0500:entry	216	mügiri	mügiri		gehet nicht (imp.), 73.12; s. gerün'a.			ocr_extracted	low	source row is still OCR-level
501	lerch_glossary_p216_r0501:entry	216	müterse	mütêrsê		fürchte nicht, 63.4. mütersi, furchtet nicht, 50.4.			ocr_extracted	low	source row is still OCR-level
502	lerch_glossary_p216_r0502:entry	216	mesln	mêsln		Kupferschale, 86.9-10. Vgl. npers:			ocr_extracted	low	source row is still OCR-level
503	lerch_glossary_p216_r0503:entry	216	merd	mêrd	merdim	Mann	man; person; human; relative	adam; insan; akraba	headword_parented	medium	
504	lerch_glossary_p216_r0504:entry	216	merda	mêrda		ich bin gestorben, 74.ii. 2) geh (irap. von yüu’a), 57.#; 67.il.			ocr_extracted	low	source row is still OCR-level
505	lerch_glossary_p216_r0505:entry	216	merdüm	mêrdüm		merdupm, merdüm = merd.			ocr_extracted	low	source row is still OCR-level
506	lerch_glossary_p216_r0506:entry	216	mebere	mêbêrê	berdene	nimm nicht	to take away; to carry away; to take there	götürmek	headword_parented	medium	
507	lerch_glossary_p216_r0507:entry	216	mevinde	mêvindê	mevınde!	säume nicht, 67.ii; s. vindün’a. mevindi, säumet nicht, 64.1-2.	do not wait!	bekleme!	headword_parented	medium	
508	lerch_glossary_p216_r0508:entry	216	meäni saüe	mêani sawê		um Mitternacht,			ocr_extracted	low	source row is still OCR-level
509	lerch_glossary_p216_r0509:entry	216	meiyüs	mêyüs		Fliege. Vgl. Krm. meS.			ocr_extracted	low	source row is still OCR-level
510	lerch_glossary_p216_r0510:entry	216	meit	mêyt		Leichnam. S. Krm. meit.			ocr_extracted	low	source row is still OCR-level
511	lerch_glossary_p216_r0511:entry	216	meläte	mêlatê		morgen, 73.9. meiste yerel, morgen Abend, meiste sebäh, morgen früh, meiste nemädira, morgen um das Frühgebet,			ocr_extracted	low	source row is still OCR-level
512	lerch_glossary_p216_r0512:entry	216	meimün	mêymün		Affe. S. Krm. meimün.			ocr_extracted	low	source row is still OCR-level
513	lerch_glossary_p216_r0513:entry	216	medewi timäu	mêdêwi timaw		Augenwimper,			ocr_extracted	low	source row is still OCR-level
514	lerch_glossary_p216_r0514:entry	216	mend	mênd	mendene	blieb, mündi. blieben. yaudSmemend, ein Monat ver- strich, 68.8. Vgl. Krm. ma, mend.	stay	kalmak	headword_parented	medium	
515	lerch_glossary_p216_r0515:entry	216	müSore (ar. L») kerd	müSorê (ar. L») kêrd		hielt Rath. Digitized by G01			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
516	lerch_glossary_p217_r0516:entry	217	mesäh	mêsah		Kasten, 83. s.			ocr_extracted	low	source row is still OCR-level
517	lerch_glossary_p217_r0517:entry	217	merdn’a	mêrdna		(ich) sterbe,			ocr_extracted	low	source row is still OCR-level
518	lerch_glossary_p217_r0518:entry	217	meröe	mêroê		Birne. Vgl. Krm. ftermd.			ocr_extracted	low	source row is still OCR-level
519	lerch_glossary_p217_r0519:entry	217	möl’a	mola		Mullah,			ocr_extracted	low	source row is still OCR-level
520	lerch_glossary_p217_r0520:entry	217	migal’e	migalê		?	eyelash?	kirpik?	qa_reviewed	high	
521	lerch_glossary_p217_r0521:entry	217	mjri	mjri		mir. rnjrd = merd.			ocr_extracted	low	source row is still OCR-level
522	lerch_glossary_p217_r0522:entry	217	minj'i. mein	minji. mêyn		meine,			ocr_extracted	low	source row is still OCR-level
523	lerch_glossary_p217_r0523:entry	217	mlre	mlrê		Fürst. S. Krm. mir.			ocr_extracted	low	source row is still OCR-level
524	lerch_glossary_p217_r0524:entry	217	militik	militik		Sperling,			ocr_extracted	low	source row is still OCR-level
525	lerch_glossary_p217_r0525:entry	217	mü	mü		Haar, Gefieder; s. Krm. mü. muqaite ( ar. ) jföe bi, (sie) seien auf ihrer Hut, 72.10. müye = mü.			ocr_extracted	low	source row is still OCR-level
526	lerch_glossary_p217_r0526:entry	217	fek	fêk	fek	feg, Mund. feg veld’i, gähnte,	mouth	ağız	headword_parented	medium	
527	lerch_glossary_p217_r0527:entry	217	feni	fêni		gleich, s. Krm. feni.			ocr_extracted	low	source row is still OCR-level
528	lerch_glossary_p217_r0528:entry	217	ferdye	fêrdyê		ist geflogen, s. ferdn’a.			ocr_extracted	low	source row is still OCR-level
529	lerch_glossary_p217_r0529:entry	217	Ferdtu	Fêrdtû		Euphrat,			ocr_extracted	low	source row is still OCR-level
530	lerch_glossary_p217_r0530:entry	217	ferdn’a	fêrdna		(ich) fliege.			ocr_extracted	low	source row is still OCR-level
531	lerch_glossary_p217_r0531:entry	217	vai	vay		Ausrufung.			ocr_extracted	low	source row is still OCR-level
532	lerch_glossary_p217_r0532:entry	217	vaištüra	vayştüra	vaştüriye	Sichel	sickle	orak	qa_reviewed	high	
533	lerch_glossary_p217_r0533:entry	217	mündial aisnia fdtiua	mündyal aysnya fdtywa		Regenbo- gen, 4.H.			ocr_extracted	low	source row is still OCR-level; multiword or collapsed row
534	lerch_glossary_p217_r0534:entry	217	mul	mûl		Maus. Vgl. Krm. m|S.			ocr_extracted	low	source row is still OCR-level
535	lerch_glossary_p217_r0535:entry	217	müäi ärdi	mway ardi		Maulwurf ( tcürilich : Grdmaus).			ocr_extracted	low	source row is still OCR-level
536	lerch_glossary_p217_r0536:entry	217	ntüäu kör	ntwaw kor		Blindmaus, = Krm. mjSki tfu’lr.			ocr_extracted	low	source row is still OCR-level
537	lerch_glossary_p217_r0537:entry	217	myandu’i	myandûi		mittlere, 49.2; 58.8; s. myaui.			ocr_extracted	low	source row is still OCR-level
538	lerch_glossary_p217_r0538:entry	217	myäni	myani		Mitte. myäne saue, um Mitternacht; s. meäni äaüe. myände, in der Mitte.			ocr_extracted	low	source row is still OCR-level
539	lerch_glossary_p217_r0539:entry	217	myöSna	myoSna		Schaf; s. Krm. me§.			ocr_extracted	low	source row is still OCR-level
540	lerch_glossary_p217_r0540:entry	217	rnyörde	rnyordê		Ehemann. Vgl. Krm. mer.			ocr_extracted	low	source row is still OCR-level
541	lerch_glossary_p217_r0541:entry	217	ferln	fêrln		Ofen,			ocr_extracted	low	source row is still OCR-level
542	lerch_glossary_p217_r0542:entry	217	ferindi	fêrindi		Bäcker,			ocr_extracted	low	source row is still OCR-level
