lemma_key	status	token_count	text_count	text_counts	lemma_hints	zazaki_variants	lerch_variants	context_gloss_hints	glossary_entries	glossary_match_sources	example_ref	example_token_zazaki	example_token_lerch	example_line_zazaki	example_line_lerch
kirdani	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	kirdani	kırdani	kí̥rdāni,	Kurds			kauge-nyerib-u-hyeni:h07_l15:9	kırdani	kí̥rdāni,	Tırki, nyêşêngi madê kawğe bıki, ma pyêrû cang mırdi kırdani,	Tí̥rki, ńešéṅ’i mā́de kauγé̱ bi̥kí, mā pyéru d̮āṅ mí̥rdi kí̥rdāni,
kista	low_frequency_unmatched	2	1	uc-kardes-masali:2	kista	kişta	kíšta	right			uc-kardes-masali:tb09_l01:4	kişta	kíšta	byê bêri ver dê, kişta raştêdê yaw şêbakê esta, şwê aya şêbakêdê	bye béri ve̱r dé, kíšta rā́štede yau šebā́ke é̱sta, šúe áya šebā́kede
kisya	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	kisya	kişya	kíšya.	was killed			ali-agha-ladi-kelhani:a04_l05:4	kişya	kíšya.	aya xancêri kişti. A'hmêd kişya. 'Hiryê heme bêrai A'hmêdi bawkê	áya χand̮éri kíšti. Ah̔méd kíšya. Hʿī́rye hé̱me̱ berá’i Ah̔médi baúke
kisyai	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	kisyai	kişyay	kišyái,	were killed			kauge-nyerib-u-hyeni:h09_l02:1	kişyay	kišyái,	pyêrû kişyay, byê mêytani xoê berê, mêytani mê waderê çawdê	pyéru kišyái, bye meitāni χóe bé̱re, meitāni me wáde̱re t̮aúde
koele	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	koele	koêle	koéle̱	fur coat			kauge-nyerib-u-hyeni:h06_l02:2	koêle	koéle̱	wida yaw koêle erşawût Xalef ağayri va kê: eman êfêndim, çawdi	widā yau koéle̱ e̱ršau’út Χalé̱f aγáiri vā ke: e̱mán eféndim, t̮aúdi
koere	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	koere	koêrê	kóere	blind			kauge-nyerib-u-sivani:s04_l03:6	koêrê	kóere	lankê ez amêya twêra yaw kêrga koêrê nyêvêrdanû. Xalef ağay	lāṅke e̱z ameía túera yāu kérgā kóere ńeverdā́nu. Χalé̱f aγái
koyu	low_frequency_unmatched	1	1	uc-kardes-masali:1	koyu	koyû	kóyu,	mountain			uc-kardes-masali:tb03_l02:12	koyû	kóyu,	enoê rayêr bıgi, şwê, bawni seri ayê koy, kûnaği mê 'ha ayê koyû,	ḗ̱n’oe rayér bi̥ǵí, šúe, baúni sé̱ri áye koi, kunáγi me h̔a ā́ye kóyu,
kuenu	low_frequency_unmatched	1	1	uc-kardes-masali:1	kuenu	kwênû	kuén’u,	sleeps			uc-kardes-masali:tb08_l14:4	kwênû	kuén’u,	caw kê dyaw ra kwênû, 'ha bini seri dyewidê şimşyêri dyewi bıgê,	d̮aú ke d́au rā kuén’u, h̔a bíni sé̱ri d́é̱wide šimšyẹ̄́ri d́é̱wi bi̥gé,
kunag	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	kunag	kûnağ	kunáγ				degirmenci-ve-tilki:mf04_l09:2	kûnağ	kunáγ	pişt, berd kûnağ û seryê; va kê paşay Mısrira: yaw aşmê aqıl	píšt, be̱rd kunáγ u sé̱rye; vā ke pašai Mi̥srira: yau ášme āqí̥l
kunagde	low_frequency_unmatched	1	1	uc-kardes-masali:1	kunagde	kûnağdê	kunáγde				uc-kardes-masali:tb03_l03:6	kûnağdê	kunáγde	cênyay mê, hiryê kêynay mê 'ha kûnağdê roniştêy, kağit berê, bı-	d̮éniāi me, hī́rye keínai me h̔a kunáγde rṓništei, kaγít bé̱r’e, bi̥-
ladek	low_frequency_unmatched	2	1	goin-puhu-kusunun-hikayesi:2	ladek	lacêk	lād̮eḱ; lā́d̮ek?	boy			goin-puhu-kusunun-hikayesi:g02_l02:0	lacêk	lād̮eḱ	lacêk û kêynêka veryênê.	lād̮eḱ u keíneka ve̱ryén’e.
lakimke	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	lakimke	lakimkê	lakímke	but			kauge-nyerib-u-sivani:s01_l10:5	lakimkê	lakímke	bıkêra, bêra twê ez dyang, lakimkê ez ha bêna, zor bêna. Laci	bi̥kéra, berá túe e̱z diā́ṅ, lakímke e̱z hā bén’a, zōr bén’a. Lā́d̮i
lanke	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	lanke	lankê	lāṅke	-occasion			kauge-nyerib-u-sivani:s04_l03:0	lankê	lāṅke	lankê ez amêya twêra yaw kêrga koêrê nyêvêrdanû. Xalef ağay	lāṅke e̱z ameía túera yāu kérgā kóere ńeverdā́nu. Χalé̱f aγái
laqardi	low_frequency_unmatched	1	1	uc-kardes-masali:1	laqardi	laqardi	laqardī́	word			uc-kardes-masali:tb02_l09:5	laqardi	laqardī́	mê bıdê, ez toêri yaw laqardi vaca; dyewi va: laci mê dêvaci.	me bi̥dé, e̱z tóeri yau laqardī́ vād̮a; d́é̱wi vā: lā́d̮i me devā́d̮i.
laser	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	laser	laser	lasé̱r	flood			degirmenci-ve-tilki:mf02_l14:5	laser	lasé̱r	zênû xoêri, yaw tûêrgê varay, laser ame pangc sêy êspari çêmçeqû	zén’u χóeri, [yau tu’érge varai, lasé̱r āmé̱ paṅd̮ sei espā́ri t̮emt̮e̱qú
lauki	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	lauki	lawki	laúki	boy			goin-puhu-kusunun-hikayesi:g04_l05:11	lawki	laúki	amêy kêyê. Ek bêray xoê çınû, cênyay bawki xoê çına, şi, lawki	āmeí keíye. E̱k beraí χóe t̮í̥nu, d̮éniai baúki χóe t̮í̥na, šī, laúki
lauwani	low_frequency_unmatched	1	1	uc-kardes-masali:1	lauwani	lawani	lauwā́ni	lips			uc-kardes-masali:tb05_l05:8	lawani	lauwā́ni	dêwi kağiti noştû, ek ena gêlankê miri çimani, lawani 'Hasanê-	dēwi kaγíti no̤štu, e̱k ḗ̱n’a gelā́ṅke míri t̮imā́ni, lauwā́ni H̔asané-
lazim	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	lazim	lazim	lazím	necessary			ali-agha-ladi-kelhani:a02_l03:0	lazim	lazím	lazim nyû. Ağalêri Sivani ci giryay şi kêy xoê. Qasim ağa, 'Hasan	lazím ńu. Aγáleri Sivā́ni d̮i giríai šī kei χóe. Qasím aγá, Hʿasán
lef	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	lef	lef	lé̱f	-Xalef			kauge-nyerib-u-sivani:s05_l06:0	lef	lé̱f	lef ağayra: tê mêra vani sê, ez nyêşyêna Sivangcandê kawğe bikêra,	lé̱f aγāira: te méra vā́ni se, e̱z ńešyén’a Sivā́ṅd̮ānde kauγé̱ bikéra,
lesai	low_frequency_unmatched	1	1	uc-kardes-masali:1	lesai	leşay	lé̱šaí	corpse			uc-kardes-masali:tb09_l12:9	leşay	lé̱šaí	dyewira: kawlê cang mêrdang yaw, dyaw merd, 'Hasanêk werişt, leşay	d́é̱wira: kaúle d̮āṅ mẹ̄́rdāṅ yau, d́au me̱rd, H̔asanék we̱ríšt, lé̱šaí
lese	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	lese	leşê	lé̱še	body			goin-puhu-kusunun-hikayesi:g03_l15:4	leşê	lé̱še	Myêrdêk 'hêrs bê, şê leşê lacêki zêyndana vetê ardi cêni 'het,	Myẹ̄́rdek h̔ẹ̄rs be, šẹ̄ lé̱še lā́d̮eki zeindā́na vé̱te ā́rdi d̮éni h̔e̱t,
lesi	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	lesi	leşi	lé̱ši	bodies			ali-agha-ladi-kelhani:a04_l12:5	leşi	lé̱ši	Ramêdan ağay werişt Mêrzyêlêra, şi, leşi Ali ağay lacana dês û	Ramedán aγaí we̱ríšt Merzyélera, ši, lé̱ši Áli aγaí lā́d̮āna des u
letan	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	letan	Letang	Lé̱tāṅ,	Letan			gespraech-mit-hassan:h01_l12:0	Letang	Lé̱tāṅ,	Letang, Ğahar, Ğoêmang, Kavarê, Talek.	Lé̱tāṅ, Γáhār, Γóemāṅ, Kávare, Tā́le̱k.
lingani	low_frequency_unmatched	2	1	uc-kardes-masali:2	lingani	lingani	liṅgā́ni; liṅgā́ni,	legs			uc-kardes-masali:tb05_l02:1	lingani	liṅgā́ni	destani lingani twê, kêynay kûtıki, tra kêna, twê bêna seri hawt	de̱stā́ni liṅgā́ni túe, keínai kuti̥ki, trā kén’a, túe bén’a sé̱ri haut
linge	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	linge	lingê	líṅge,	leg			degirmenci-ve-tilki:mf03_l03:0	lingê	líṅge,	lingê, mê enoê dest tepişt awkêra vecyaya tebêr, çêmçêqû paşa	líṅge, me ḗ̱n’oe de̱st te̱píšt aúkera ve̱d̮iáya te̱bér, t̮emt̮equ pašá
lisnai	low_frequency_unmatched	1	1	uc-kardes-masali:1	lisnai	lışnay	li̥šnaí	pillow			uc-kardes-masali:tb09_l07:0	lışnay	li̥šnaí	lışnay dyewira şimşyêri dyewi vêt gêrawt, amê veri bêri, awnya kişta	li̥šnaí d́é̱wira šimšyẹ̄́ri d́é̱wi vet geraút, āmé vé̱ri bēri, auńā́ kíšta
luede	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	luede	lwêdê	lúede	with the fox			degirmenci-ve-tilki:mf04_l03:5	lwêdê	lúede	fintoyê day lwê, hiryê qabasi lwêdê ray kerdi. Çêmçaqû paşa amêy	fintṓye dai lúe, hī́rye qabási lúede rai ké̱rdi. T̮emt̮aqú pašá āmeí
lueru	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	lueru	lûêrû	lú’eru;	to the fox			degirmenci-ve-tilki:mf02_l02:9	lûêrû	lú’eru;	sahê, ardi werdi. Arêwangçi werişt, yaw çwa gêrawtê, day lûêrû;	sáhe, ā́rdi wé̱rdi. Ārewāṅt̮í we̱ríšt, yau t̮úa geraúte, dai lú’eru;
made	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	made	madê	mā́de	with us			kauge-nyerib-u-hyeni:h02_l15:5	madê	mā́de	têra rêki xoê bıkêri, 'Hyênêyici madê kawğe kêni, barût bigêri,	téra réki χóe bi̥kéri, Hʿyẹ̄́neyíd̮í mā́de kauγé̱ kén’i, bā́rut bigéri,
madi	low_frequency_unmatched	1	1	uc-kardes-masali:1	madi	maci	mā́d̮i				uc-kardes-masali:tb03_l01:0	maci	mā́d̮i	maci yêri. Dyaw werişt, yaw kağit noşt, da 'Hasanêkira, va kê:	mā́d̮i yẹ̄́rí. D́au we̱ríšt, yau kaγít no̤št, dā H̔asanékira, vā ke:
mahalai	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	mahalai	ma'halay	mah̔alai	mahalle			kauge-nyerib-u-hyeni:h05_l12:9	ma'halay	mah̔alai	Xalef ağay kawta dımê berdi, kerdi zerêy şahrêstang, yaw ma'halay	Χalé̱f aγái kaúta dí̥me bé̱rdi, ké̱rdí ze̱reí šahrestāṅ, yau mah̔alai
mai	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mai	mai	mā́’i.	ours			gespraech-mit-hassan:h01_l06:5	mai	mā́’i.	Hyêris û çêhêr dewi aşirêta mai.	Hyéris u t̮ehér dé̱wi ašíreta mā́’i.
malaibrahiman	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	malaibrahiman	Mala-İbrahimang	Mála-Ibrahimā́ṅ,	Mala Ibrahim			gespraech-mit-hassan:h01_l10:5	Mala-İbrahimang	Mála-Ibrahimā́ṅ,	ma, Emêra, Şêkêra, 'Hêylang, Bazyang, Mala-İbrahimang, Avdêlang,	ma, É̱merā, Šékera, Hʿeílāṅ, Báziāṅ, Mála-Ibrahimā́ṅ, Ávdelāṅ,
mark	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mark	Mark	Marḱ,	Mark			gespraech-mit-hassan:h01_l09:3	Mark	Marḱ,	mêk, Bılıkê, Melêkang, Mark, Aldûn, Gewêl, Kasan, 'Hoêna, Sa-	méḱ, Bi̥lí̥ke, Me̱lekā́ṅ, Marḱ, Aldū́n, Ge̱wél, Kasán, Hʿóena, Sā́-
mat	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	mat	maç	mā́t̮	ablution			degirmenci-ve-tilki:mf05_l06:0	maç	mā́t̮	maç bigêrû, nyêzana rayêr qancaw. Lwê paût, arêwangçi nyawme,	mā́t̮ biǵeru, ńézana rayér qānd̮aú. Lúe pa’út, ārewāṅt̮í ńaúme̱,
mau	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	mau	maw	mau,	our			kauge-nyerib-u-sivani:s02_l12:4	maw	mau,	awkay Şêlê verdê kawğê maw, Nyêrbicanû. Dawang 'habêr erşawûtê	aúkai Šél’e vé̱rde kauγé mau, Ńerbid̮ā́nu. Dauā́ṅ h̔abér e̱ršau’úte
mehladi	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	mehladi	me'hladi	mé̱h̔ladi.	from which mahalle?			kauge-nyerib-u-sivani:s01_l07:8	me'hladi	mé̱h̔ladi.	'Henzira. Laci Mêla A'hmêdi va kê: tê qam me'hladi. Dızdi va	Hʿé̱nzira. Lā́d̮i Mél’a Ah̔médi vā ke: te qām mé̱h̔ladi. Dí̥zdi vā
mehlai	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	mehlai	me'hlay	mé̱h̔lai	mahalle			kauge-nyerib-u-sivani:s01_l08:2	me'hlay	mé̱h̔lai	kê: ez me'hlay Şêynangda. Laci Mêla A'hmêdi va kê: tê qawi amêy	ke: e̱z mé̱h̔lai Šeinā́ṅda. Lā́d̮i Mél’a Ah̔médi vā ke: te qaú’i āmeí
mei	low_frequency_unmatched	1	1	uc-kardes-masali:1	mei	mêy	mei,	my			uc-kardes-masali:tb06_l13:5	mêy	mei,	kêyê. 'Hasanêki va kê: bêray mêy, kêy dyewi xerab naw, warzi ma	keíye. H̔asanéki vā ke: beraí mei, kei d́é̱wi χe̱ráb nau, wárzi ma
mek	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mek	mêk	méḱ,	Hemık			gespraech-mit-hassan:h01_l09:0	mêk	méḱ,	mêk, Bılıkê, Melêkang, Mark, Aldûn, Gewêl, Kasan, 'Hoêna, Sa-	méḱ, Bi̥lí̥ke, Me̱lekā́ṅ, Marḱ, Aldū́n, Ge̱wél, Kasán, Hʿóena, Sā́-
meke	low_frequency_unmatched	1	1	uc-kardes-masali:1	meke	mekê	mé̱ke,	do not make			uc-kardes-masali:tb04_l10:10	mekê	mé̱ke,	pawcêna, ana. Dyewi 'Hasanêkira va kê: lacim, tê vengi xoê mekê,	paud̮én’a, ā́na. D́é̱wi H̔asanékira va ke: lā́d̮im, te vé̱ṅgi χóe mé̱ke,
mekiri	low_frequency_unmatched	1	1	uc-kardes-masali:1	mekiri	mekiri	mé̱kiri,	do not make			uc-kardes-masali:tb02_l05:10	mekiri	mé̱kiri,	şüma qawi enoê ğalê mê çınêni, şüma çaw vengi xoê mekiri,	šṳ́ma qaúwi ḗ̱n’oe γalé me t̮i̥nén’i, šṳ́ma t̮au vḗ̱ngi χóe mé̱kiri,
melekan	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	melekan	Melêkang	Me̱lekā́ṅ,	Melekan			gespraech-mit-hassan:h01_l09:2	Melêkang	Me̱lekā́ṅ,	mêk, Bılıkê, Melêkang, Mark, Aldûn, Gewêl, Kasan, 'Hoêna, Sa-	méḱ, Bi̥lí̥ke, Me̱lekā́ṅ, Marḱ, Aldū́n, Ge̱wél, Kasán, Hʿóena, Sā́-
melekani	low_frequency_unmatched	1	1	kauge-nyerib-u-sivani:1	melekani	Mêlêkani	Mél’ekāni,	Melekani district			kauge-nyerib-u-sivani:s04_l12:1	Mêlêkani	Mél’ekāni,	dyari Mêlêkani, awnya kê eskêri Xalef ağay tabûrê bêsta. Avdûlah	diā́ri Mél’ekāni, auńā́ ke e̱skéri Χalé̱f aγái tā́bure bestā́. Avdúl’ah
melmeket	low_frequency_unmatched	1	1	uc-kardes-masali:1	melmeket	mêlmêkêtra	melmekétra	country; ABL			uc-kardes-masali:tb01_l04:1	mêlmêkêtra	melmekétra	enoê mêlmêkêtra veci, ma şyêri xoêri yawna aşirêt, ma xoêri,	ḗ̱n’oe melmekétra ve̱d̮í, mā šyẹ̄́ri χóeri yaū́na aširét, mā χóeri,
menu	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	menu	mênû	ménu,; ménu	for me			kauge-nyerib-u-hyeni:h01_l07:7	mênû	ménu,	va kê: Mêla Hasêyni Mûğara xoêra cişmêni mênû, wexti piriki mıdê	vā ke: Mél’a Haseíni Muγará χóera d̮išmeni ménu, wé̱χti pī́riki mí̥de
merdan	low_frequency_unmatched	2	1	uc-kardes-masali:2	merdan	mêrdang	mẹ̄́rdāṅ	heroes			uc-kardes-masali:tb09_l05:11	mêrdang	mẹ̄́rdāṅ	dê, tê vaci kê ez hêni yawnay pêro nyêdana: kawli cang mêrdang yaw.	de, te vā́d̮i ke e̱z hén’ī yaúnai péro̤ ńedā́na: kaúli d̮āṅ mẹ̄́rdāṅ yau.
meri	low_frequency_unmatched	2	1	degirmenci-ve-tilki:2	meri	mêri	méri	to me			degirmenci-ve-tilki:mf02_l05:6	mêri	méri	kê: ez yaw merdümû arêwangçya, tı mêri çitay kêynay paşadê	ke: e̱z yau me̱rdṳ́mu ārewāṅt̮ía, ti̥ méri t̮itaí keínai pašáde
mesahidi	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	mesahidi	mêsahıdi	mesáhi̥di	flour-bin			degirmenci-ve-tilki:mf01_l03:6	mêsahıdi	mesáhi̥di	sêbah werişt, ame arêyê, awnyaykê ardi mêsahıdi çınyi; aya şawê	sebáh we̱ríšt, āmé̱ āréye, auńaíke ā́rdi mesáhi̥di t̮í̥ńi; áya šaú’e
mesi	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	mesi	mesi	me̱si-	basin			degirmenci-ve-tilki:mf05_l02:11	mesi	me̱si-	yênû, mı kişênû. Lwê va kê: warzê, ez twêri awkê kêna mesi-	yén’u, mi̥ kišén’u. Lúe vā ke: wárze, e̱z túeri aúke kén’a me̱si-
mesore	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	mesore	mêşore	méšore̱	council			ali-agha-ladi-kelhani:a01_l06:3	mêşore	méšore̱	Sivani amêy pyêser, mêşore kerd, ağalêrani Sivani, Qasim ağa	Sivā́ni āmeí pyesé̱r, méšore̱ ke̱rd, aγálerāni Sivā́ni, Qasím aγá
meterse	low_frequency_unmatched	2	1	degirmenci-ve-tilki:2	meterse	metêrsê	mé̱terse,	do not fear			degirmenci-ve-tilki:mf04_l12:5	metêrsê	mé̱terse,	têrsa; lwê va kê: têres, metêrsê, şwê tê ra kû. Arêwangti va kê	tersā́; lúe vā ke: teré̱s, mé̱terse, šúe te rā ku. Ārewāṅtí vā ke
metirisi	low_frequency_unmatched	2	1	kauge-nyerib-u-hyeni:2	metirisi	metırisi	me̱ti̥rísi.; me̱tí̥risi,	fortress			kauge-nyerib-u-hyeni:h05_l07:4	metırisi	me̱ti̥rísi.	ağay amê, warzi, şyêri metırisi. Xalef ağay eskêri xoêra va kê:	āγái āmé, wárzi, šyẹ̄́ri me̱ti̥rísi. Χalé̱f aγái e̱skéri χóera vā ke:
mevede	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	mevede	mevêcê	mé̱ved̮e	do not send out			degirmenci-ve-tilki:mf03_l08:5	mevêcê	mé̱ved̮e	'hata dı rodi eskêri xoê mevêcê sêlam lêğêy, 'heta çêmçaqû paşa	h̔ā́t’a di̥ rōdi e̱skéri χóe mé̱ved̮e selám leγeí, h̔é̱t’a t̮emt̮aqú pašá
mezel	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	mezel	mezêl	me̱zél,	grave			goin-puhu-kusunun-hikayesi:g04_l03:4	mezêl	me̱zél,	Bawki lacêki şid, berd mezêl, wedert, ame kêye, serêy cê-	Baúki lā́d̮eki šid, be̱rd me̱zél, we̱dé̱rt, āmé̱ keíye̱, sé̱rei d̮é-
migaie	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	migaie	mıgayê	mi̥gaí’e	behold			kauge-nyerib-u-hyeni:h05_l04:9	mıgayê	mi̥gaí’e	kênû. Xalef ağa vêyng da. Daqma begi, va kê: mıgayê	kén’u. Χalé̱f aγá veiṅ dā. Dáqma bé̱gi, vā ke: mi̥gaí’e
minu	low_frequency_unmatched	1	1	uc-kardes-masali:1	minu	minû	mínu,	mine			uc-kardes-masali:tb07_l12:2	minû	mínu,	enoê bêray minû, namêy cay Qasimû, wa twêri ğızmêt bıkêrû,	ḗ̱n’oe beraí mínu, nāmeí d̮ai Qasímu, wā túeri γi̥zmét bi̥kéru,
mirdau	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	mirdau	mırdaw	mí̥rdau	man			goin-puhu-kusunun-hikayesi:g01_l01:3	mırdaw	mí̥rdau	Zêmanê veryê yaw mırdaw cênyay xoê bi, yaw kêynaw yaw lac	Zemā́ne ve̱ríe yau mí̥rdau d̮éniai χóe bī, yau keínau yau lād̮
mirei	low_frequency_unmatched	1	1	ali-agha-ladi-kelhani:1	mirei	mirêy	mírei	chief			ali-agha-ladi-kelhani:a01_l01:4	mirêy	mírei	Ali ağa laci Kêlhani mirêy na'hêy Karbegani. Namêy daway	Áli aγá lā́d̮i Kelháni mírei nah̔eí Karbe̱gā́ni. Nameí daú’ai
mis	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	mis	Mıs	Mí̥s-	Egypt			degirmenci-ve-tilki:mf05_l07:11	Mıs	Mí̥s-	lwê şi gêray, arêwangçi di, gnaw erû, merdû. Lwê amêy, paşay Mıs-	lúe ši geraí, ārewāṅt̮í dī, gnau é̱ru, mé̱rdu. Lúe āmeí, pašai Mí̥s-
mismisyer	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mismisyer	mişmişyêr	mišmišyẹ̄́r	apricot trees			gespraech-mit-hassan:h02_l11:5	mişmişyêr	mišmišyẹ̄́r	Darê tüyêra estû, sayêr estû, mişmişyêr estû, xawxir, he-	Dā́re tṳ́yera é̱stu, sayér é̱stu, mišmišyẹ̄́r é̱stu, χauχir, he̱-
mistan	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mistan	Mıstang	Mí̥stāṅ,	Mıstan			gespraech-mit-hassan:h01_l11:0	Mıstang	Mí̥stāṅ,	Mıstang, Sayêrê, Abasa, Wis'hêyn, 'Haspêg, Sêraçyori, Akêragi,	Mí̥stāṅ, Sáyere, Ábasa, Wísh̔ein, Hʿaspéǵ, Serat̮yó̤ri, Akerā́gi,
mistefa	low_frequency_unmatched	1	1	gespraech-mit-hassan:1	mistefa	Mistêfa	Mistefā́	Mustafa			gespraech-mit-hassan:h02_l03:0	Mistêfa	Mistefā́	Mistêfa Alya sıpyerdışû.	Mistefā́ Alía si̥pye̱rdí̥šu.
mugara	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	mugara	Mûğara	Muγará	Mughara			kauge-nyerib-u-hyeni:h01_l07:4	Mûğara	Muγará	va kê: Mêla Hasêyni Mûğara xoêra cişmêni mênû, wexti piriki mıdê	vā ke: Mél’a Haseíni Muγará χóera d̮išmeni ménu, wé̱χti pī́riki mí̥de
mugaraya	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	mugaraya	Mûğaraya	Muγaráya,	Muyara, name			kauge-nyerib-u-hyeni:h01_l06:2	Mûğaraya	Muγaráya,	Mêla Hasêyni Mûğaraya, etya cit kêna. Mêrdümi Nyêrbic	Mél’a Haseíni Muγaráya, e̱tía d̮it kén’a. Mérdṳ́mi Ńerbíd̮
mugerau	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	mugerau	Mûğeraw	Muγe̱raú.	Mughara			kauge-nyerib-u-hyeni:h02_l07:4	Mûğeraw	Muγe̱raú.	kê: ğızmkari Mêla 'Hasêyni Mûğeraw. Xalef ağa va kê: mûqaytê	ke: γi̥zmkā́ri Mél’a Hʿaseíni Muγe̱raú. Χalé̱f aγá vā ke: muqaíte
myan	low_frequency_unmatched	1	1	uc-kardes-masali:1	myan	myandê	myā́nde,	inside; LOC			uc-kardes-masali:tb08_l13:9	myandê	myā́nde,	yaw şimşyêri dyewi estû 'ha kalanya altûnyênêdê 'ha qûlavi myandê,	yau šimšyẹ̄́ri d́é̱wi é̱stu h̔a kalā́nia altúńenede h̔a qulā́vi myā́nde,
myane	low_frequency_unmatched	1	1	degirmenci-ve-tilki:1	myane	myanê	myā́ne	middle			degirmenci-ve-tilki:mf02_l01:4	myanê	myā́ne	newêtê paûtê, awnyay kê myanê şawê yaw lûê amêy zerê, şyê mê-	né̱wete pa’úte, auńaí ke myā́ne šaú’e yau lú’e āmeí zé̱re, šíe me-
myanene	low_frequency_unmatched	1	1	uc-kardes-masali:1	myanene	myanyênê	myańéne	middle			uc-kardes-masali:tb10_l02:0	myanyênê	myańéne	myanyênê day bêray xoê Qasimi, rwênişti xoêri kêyf sefa kerdê vênert.	myańéne daí beraí χóe Qasími, rueníšti χóeri keif se̱fā́ ké̱rde vené̱rt.
myaneni	low_frequency_unmatched	1	1	uc-kardes-masali:1	myaneni	myanyêni	myańéni	middle			uc-kardes-masali:tb01_l02:2	myanyêni	myańéni	namêy bêray myanyêni Qasim, namêy bêray pili Şaban. Çi dêyinê	nameí beraí myańéni Qasím, nameí beraí pī́li Šabán. T̮í deyíne
myerde	low_frequency_unmatched	2	1	goin-puhu-kusunun-hikayesi:2	myerde	myêrdê	myérde; myẹ̄́rde	husband			goin-puhu-kusunun-hikayesi:g01_l02:5	myêrdê	myérde	têra bi. Cênyay merd, pêynıdê myêrdê şê yawna cêni ardê. Dı	terá bī. D̮éniai me̱rd, peíni̥de myérde šẹ̄ yaúna d̮éni ā́rde. Di̥
myerdei	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	myerdei	myêrdêy	myérdei	men			kauge-nyerib-u-hyeni:h08_l01:0	myêrdêy	myérdei	myêrdêy aşirani, metêrsi, ma 'ha şwêni, 'hetakê serêy mê nyêwênû,	myérdei aširā́ni, mé̱tersi, mā h̔ā šuén’i, h̔é̱take sé̱rei me ńewén’u,
myerdek	low_frequency_unmatched	1	1	goin-puhu-kusunun-hikayesi:1	myerdek	Myêrdêk	Myẹ̄́rdek	the man			goin-puhu-kusunun-hikayesi:g03_l15:0	Myêrdêk	Myẹ̄́rdek	Myêrdêk 'hêrs bê, şê leşê lacêki zêyndana vetê ardi cêni 'het,	Myẹ̄́rdek h̔ẹ̄rs be, šẹ̄ lé̱še lā́d̮eki zeindā́na vé̱te ā́rdi d̮éni h̔e̱t,
myesna	low_frequency_unmatched	1	1	kauge-nyerib-u-hyeni:1	myesna	myêşna	myéšna	sheep			kauge-nyerib-u-hyeni:h09_l09:6	myêşna	myéšna	begi destrû. Xalef ağay dı sêy myêşna day Daqma begiri. Daqma	bé̱gi dé̱stru. Χalé̱f aγái di̥ sei myéšna dai Dáqma bé̱giri. Dáqma
