priority	issues	entry_id	entry_display	entry_search	parent	parent_search	entry_type	entry_review_status	definition_en_review_status	definition_tr_source	definition_de	definition_en	definition_tr	raw_headword	source_page	source_row_idx	suggested_next_step
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0151:entry	kjd	kjd			word	ocr_extracted			klein. kinga*= Krm. kinga.			kjd	203	151	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0152:entry	kjj'ik	kjjik			word	ocr_extracted			llais.			kjj'ik	203	152	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0160:entry	koen’a	koena			word	ocr_extracted			ruhe, schlafe; s. kaut,			koen’a	203	160	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0161:entry	koi	koi			word	ocr_extracted			Berg. Cu. 306: ihjf koueke herz une montagne haute. Vgl. JC: kauf(Opp.			koi	203	161	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0166:entry	kolikei zindi	kolikei zindi			phrase	ocr_extracted			Nasenlöcher,			kolikei zindi	203	166	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0168:entry	komur	komur			word	ocr_extracted			(türk.^y ), Kohle,			komur	203	168	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0165:entry	korbcld	korbcld			word	ocr_extracted			ein Vogel, = tiirk.ac^j.			korbcld	203	165	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0163:entry	kotdr	kotdr			word	ocr_extracted			Taube. Vgl. npers: J»yS, krm. kevük.			kotdr	203	163	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0169:entry	ku. (er) macht	ku er macht			phrase	ocr_extracted			mache, 52. i.			ku. (er) macht	203	169	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0170:entry	kuen a	kuen a			phrase	ocr_extracted			(ich) klopfe,			kuen a	203	170	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0174:entry	kurq	kurq			word	ocr_extracted			Fell, Pelz. Vgl. Krm. kurq. r ^^oogk			kurq	203	174	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0171:entry	kusera	kusera			word	ocr_extracted			wohin,			kusera	203	171	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0172:entry	kut	kut			word	ocr_extracted			Feld, Acker,			kut	203	172	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p204_r0175:entry	kuterän	kuteran			word	ocr_extracted			lleerd. ii 1			kuterän	204	175	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0135:entry	käli kün’a	kali kuna			phrase	ocr_extracted			(ich) spreche,			käli kün’a	202	135	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0136:entry	kälma	kalma			word	ocr_extracted			kälme, Schwert, 64.it.			kälma	202	136	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p203_r0167:entry	köpeki	kopeki			word	ocr_extracted			abschenlich, 82.8.			köpeki	203	167	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0411:entry	laqardf	laqardf			word	ocr_extracted			Rede; v. Krm. s. cad. v.			laqardf	213	411	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p202_r0124:entry	Li	li			word	ocr_extracted			Maul- thier.			Li	202	124	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0231:entry	liebe	liebe			word	ocr_extracted			hebe, nicht, 49.2; 61.9.			liebe	206	231	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0088:entry	lienek	lienek			word	ocr_extracted			Kinn, hetia = h&tia.			lienek	200	88	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0090:entry	lies	lies			word	ocr_extracted			Bär. Vgl. Krm. hirt.			lies	200	90	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p200_r0085:entry	liet	liet			word	ocr_extracted			Postposition: zu, bei, 50.4: 62.is. Vgl. JC: hadä (Opp.			liet	200	85	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0417:entry	ling	ling			word	ocr_extracted			Bein. Vgl. Krm. ling.			ling	213	417	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0418:entry	lu	lu			word	ocr_extracted			lyu, Fuchs, 83.« sq.			lu	213	418	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0419:entry	lyuli	lyuli			word	ocr_extracted			Flöte.			lyuli	213	419	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0488:entry	mahin	mahin			word	ocr_extracted			Stute; s. Krm. mehln.			mahin	216	488	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0490:entry	manün’u	manunu			word	ocr_extracted			es ist gleich,			manün’u	216	490	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0491:entry	masi	masi			word	ocr_extracted			Fisch,			masi	216	491	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0513:entry	medewi timäu	medewi timau			phrase	ocr_extracted			Augenwimper,			medewi timäu	216	513	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0497:entry	mefila	mefila			word	ocr_extracted			(arab. J*- ). Machal.			mefila	216	497	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0512:entry	meimün	meimun			word	ocr_extracted			Affe. S. Krm. meimün.			meimün	216	512	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0510:entry	meit	meit			word	ocr_extracted			Leichnam. S. Krm. meit.			meit	216	510	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0509:entry	meiyüs	meiyus			word	ocr_extracted			Fliege. Vgl. Krm. meS.			meiyüs	216	509	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0499:entry	mekSe	mekse			word	ocr_extracted			tödte nicht, 83. lt; s. ki- Sün’a.			mekSe	216	499	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0511:entry	meläte	melate			word	ocr_extracted			morgen, 73.9. meiste yerel, morgen Abend, meiste sebäh, morgen früh, meiste nemädira, morgen um das Frühgebet,			meläte	216	511	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0496:entry	meMpine	mempine			word	ocr_extracted			zürne nicht, 63.3. Vgl. Krm. fiapäiid.			meMpine	216	496	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0504:entry	merda	merda			word	ocr_extracted			ich bin gestorben, 74.ii. 2) geh (irap. von yüu’a), 57.#; 67.il.			merda	216	504	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0517:entry	merdn’a	merdna			word	ocr_extracted			(ich) sterbe,			merdn’a	217	517	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0505:entry	merdüm	merdum			word	ocr_extracted			merdupm, merdüm = merd.			merdüm	216	505	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0518:entry	meröe	meroe			word	ocr_extracted			Birne. Vgl. Krm. ftermd.			meröe	217	518	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0502:entry	mesln	mesln			word	ocr_extracted			Kupferschale, 86.9-10. Vgl. npers:			mesln	216	502	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0516:entry	mesäh	mesah			word	ocr_extracted			Kasten, 83. s.			mesäh	217	516	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0508:entry	meäni saüe	meani saue			phrase	ocr_extracted			um Mitternacht,			meäni saüe	216	508	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0524:entry	militik	militik			word	ocr_extracted			Sperling,			militik	217	524	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0522:entry	minj'i. mein	minji mein			phrase	ocr_extracted			meine,			minj'i. mein	217	522	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0521:entry	mjri	mjri			word	ocr_extracted			mir. rnjrd = merd.			mjri	217	521	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0523:entry	mlre	mlre			word	ocr_extracted			Fürst. S. Krm. mir.			mlre	217	523	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0534:entry	mul	mul			word	ocr_extracted			Maus. Vgl. Krm. m|S.			mul	217	534	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0537:entry	myandu’i	myandui			word	ocr_extracted			mittlere, 49.2; 58.8; s. myaui.			myandu’i	217	537	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0538:entry	myäni	myani			word	ocr_extracted			Mitte. myäne saue, um Mitternacht; s. meäni äaüe. myände, in der Mitte.			myäni	217	538	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0539:entry	myöSna	myosna			word	ocr_extracted			Schaf; s. Krm. me§.			myöSna	217	539	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0519:entry	möl’a	mola			word	ocr_extracted			Mullah,			möl’a	217	519	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0525:entry	mü	mu			word	ocr_extracted			Haar, Gefieder; s. Krm. mü. muqaite ( ar. ) jföe bi, (sie) seien auf ihrer Hut, 72.10. müye = mü.			mü	217	525	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0500:entry	mügiri	mugiri			word	ocr_extracted			gehet nicht (imp.), 73.12; s. gerün'a.			mügiri	216	500	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0498:entry	mükiri	mukiri			word	ocr_extracted			machet nicht; s. kün’a. suma tau vehgi xo mekiri, kei- ner von Euch gebe einen Laut von sich, 50.8.			mükiri	216	498	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0533:entry	mündial aisnia fdtiua	mundial aisnia fdtiua			phrase	ocr_extracted			Regenbo- gen, 4.H.			mündial aisnia fdtiua	217	533	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0515:entry	müSore (ar. L») kerd	musore ar l kerd			phrase	ocr_extracted			hielt Rath. Digitized by G01			müSore (ar. L») kerd	216	515	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p216_r0501:entry	müterse	muterse			word	ocr_extracted			fürchte nicht, 63.4. mütersi, furchtet nicht, 50.4.			müterse	216	501	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0535:entry	müäi ärdi	muai ardi			phrase	ocr_extracted			Maulwurf ( tcürilich : Grdmaus).			müäi ärdi	217	535	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0332:entry	nah	nah			word	ocr_extracted			Brod; s. Krm. nah.			nah	209	332	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0326:entry	nai.sta daista	nai sta daista			phrase	ocr_extracted			naista yaista , hier und dort,			nai.sta daista	209	326	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0331:entry	nakür’e	nakure			word	ocr_extracted			Schnabel. Vgl. Krm. nekül’e.			nakür’e	209	331	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0333:entry	namh	namh			word	ocr_extracted			Name. Vgl. Krm. nav.			namh	209	333	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0327:entry	nau	nau			word	ocr_extracted			neun,			nau	209	327	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0328:entry	nauaf	nauaf			word	ocr_extracted			neunzig,			nauaf	209	328	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0329:entry	nauayin	nauayin			word	ocr_extracted			neunzigste,			nauayin	209	329	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0330:entry	nauwin	nauwin			word	ocr_extracted			neunte. naM, (ar. iu»U), Landschaft, 61 .7.			nauwin	209	330	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0230:entry	navaüke	navauke			word	ocr_extracted			so lange bis, nicht frü- her als, 66.14; 67. l.			navaüke	206	230	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0334:entry	navrotla	navrotla			word	ocr_extracted			Mittag. Vgl. Krm. nlvro. neuy6s, neunzehn,			navrotla	209	334	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0342:entry	ncmad	ncmad			word	ocr_extracted			Gebet. Vgl. Krm. nemeü.			ncmad	209	342	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0234:entry	nddl	nddl			word	ocr_extracted			sah nicht, 55.6. hin ein Devbändiger, trie 57.2 übersetzt ist.]			nddl	206	234	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0335:entry	nehgö	nehgo			word	ocr_extracted			Nagel. sen Ind. Alterthumskunde I, 755. dewi = d'au.			nehgö	209	335	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0339:entry	nekai	nekai			word	ocr_extracted			jetzt; s. enkai.			nekai	209	339	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0343:entry	nemr	nemr			word	ocr_extracted			zart. Vgl. Krm. nenn, njzdf = nczdi.			nemr	209	343	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0248:entry	nennst	nennst			word	ocr_extracted			schrieb nicht,			nennst	206	248	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0249:entry	nesen’a väda	nesena vada			phrase	ocr_extracted			werde nicht spre chen, 61.8.			nesen’a väda	206	249	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p206_r0250:entry	neSnawhn'a	nesnawhna			word	ocr_extracted			(ich) höre nicht,			neSnawhn'a	206	250	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0340:entry	neyai	neyai			word	ocr_extracted			bückten sich, 83.6.			neyai	209	340	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0341:entry	nezdr	nezdr			word	ocr_extracted			nah; s. Krm. nizik.			nezdr	209	341	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p217_r0536:entry	ntüäu kör	ntuau kor			phrase	ocr_extracted			Blindmaus, = Krm. mjSki tfu’lr.			ntüäu kör	217	536	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p207_r0271:entry	nu	nu			word	ocr_extracted			ist nicht, 62. i»			nu	207	271	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0345:entry	nudik	nudik			word	ocr_extracted			Faust,			nudik	209	345	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p209_r0346:entry	nusen’a	nusena			word	ocr_extracted			(ich) schreibe, ngst, schrieb. binusd, (ich) werde schreiben.			nusen’a	209	346	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p208_r0293:entry	Onkel	onkel			word	ocr_extracted			Vatersbruder,			Onkel	208	293	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p199_r0056:entry	oyjr	oyjr			word	ocr_extracted			(türk.			oyjr	199	56	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0416:entry	pafidäs	pafidas			word	ocr_extracted			fünfzig. ruen’a, stellte hin; auch rona. ruen u teze, frische Butter (unge- salzene). ruün’u bye söl, gesalzene Butter. lad, Sohn, Knabe. Vgl. Krm. lau, lauk, läv, lö. läz, Seele, lapj'k, Handschuh. , der Hund Vgl. Krm. lapj'k. le§d, Leich...			pafidäs	213	416	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0413:entry	pai	pai			word	ocr_extracted			Fuss. Vgl. npers: ,jL.			pai	213	413	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0420:entry	pandasin	pandasin			word	ocr_extracted			fünfzigste,			pandasin	213	420	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0421:entry	pandes	pandes			word	ocr_extracted			fünfzehn,			pandes	213	421	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0422:entry	pandesfn	pandesfn			word	ocr_extracted			fünfzehnte,			pandesfn	213	422	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0423:entry	paridin	paridin			word	ocr_extracted			fünfte,			paridin	213	423	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0424:entry	pat	pat			word	ocr_extracted			Jacke,			pat	213	424	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0415:entry	paudün’a	pauduna			word	ocr_extracted			(ich koche). paü2e, koche (imp.), 51,to. Vgl. Krm. peüänd. pan^, fünf,			paudün’a	213	415	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0414:entry	paußn’a	paussna			word	ocr_extracted			(ich) warte. Vgl. npers: ma pa’üt, ich wartete, pa’üt, wartete, 87.1. newete pa’üte, hielt Wache, stand auf der Wache, 83.6.			paußn’a	213	414	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0433:entry	pei	pei			word	ocr_extracted			mit, 64.12.			pei	214	433	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0435:entry	peinide	peinide			word	ocr_extracted			darauf, nachher, 03.9.			peinide	214	435	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0436:entry	peira	peira			word	ocr_extracted			s. pya. peira kaut, folgte ihnen, ver- folgte sie, 69.13.			peira	214	436	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0434:entry	peiye	peiye			word	ocr_extracted			Fussvolk, 74.7; 75.4.			peiye	214	434	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p213_r0428:entry	peki	peki			word	ocr_extracted			(türk, y] 4L), sehr gut, sehr wohl, 72.14.			peki	213	428	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0432:entry	pepfing	pepfing			word	ocr_extracted			Kuckuk. Vgl. Krm. paptik, pepfing,			pepfing	214	432	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0437:entry	per	per			word	ocr_extracted			Feder,			per	214	437	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0439:entry	peren’a	perena			word	ocr_extracted			(ich) fliego, springe,			peren’a	214	439	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0440:entry	peri’en	perien			word	ocr_extracted			Hemd,			peri’en	214	440	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
3	not_qa_reviewed; raw_ocr_extraction; missing_english; missing_turkish	lerch_glossary_p214_r0442:entry	persfn’a	persfna			word	ocr_extracted			(ich) frage,			persfn’a	214	442	Verify headword and German gloss against the source, then add reviewed English/Turkish glosses.
